pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez	url
"Glycine, serine and threonine metabolism"	33	3	2.191913327	0.840976772	0.538259372	5723;212;189	http://www.ncbi.nlm.nih.gov/gene/?term= 5723+212+189
Pancreatic cancer	46	7	2.172412019	0.843359142	0.538259372	10928;10000;5880;5295;1956;598;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 10928+10000+5880+5295+1956+598+5970
Porphyrin and chlorophyll metabolism	31	3	2.17854924	0.843359142	0.538259372	1352;2235;2395	http://www.ncbi.nlm.nih.gov/gene/?term= 1352+2235+2395
Cocaine addiction	42	6	2.140064495	0.848123883	0.538259372	5566;468;84152;1742;2905;1020	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+468+84152+1742+2905+1020
Hepatitis C	86	3	2.054269888	0.85646218	0.538259372	7187;29110;3665	http://www.ncbi.nlm.nih.gov/gene/?term= 7187+29110+3665
Huntington's disease	22	3	1.975422988	0.864204884	0.538259372	1742;3708;3064	http://www.ncbi.nlm.nih.gov/gene/?term= 1742+3708+3064
Epstein-Barr virus infection	54	15	1.946344897	0.86777844	0.538259372	9020;5606;6416;2932;10454;3551;10000;8503;5335;7187;5295;5293;930;1147;4067	http://www.ncbi.nlm.nih.gov/gene/?term= 9020+5606+6416+2932+10454+3551+10000+8503+5335+7187+5295+5293+930+1147+4067
Fatty acid biosynthesis	12	3	1.939691273	0.868374032	0.538259372	23205;2180;2194	http://www.ncbi.nlm.nih.gov/gene/?term= 23205+2180+2194
alpha-Linolenic acid metabolism	19	4	1.888398892	0.87254318	0.538259372	9415;84647;11145;8398	http://www.ncbi.nlm.nih.gov/gene/?term= 9415+84647+11145+8398
Colorectal cancer	42	5	1.756499272	0.886241811	0.538259372	572;2932;10000;842;836	http://www.ncbi.nlm.nih.gov/gene/?term= 572+2932+10000+842+836
Antigen processing and presentation	30	3	1.721377684	0.891006552	0.538259372	972;1508;3109	http://www.ncbi.nlm.nih.gov/gene/?term= 972+1508+3109
Pathogenic Escherichia coli infection	34	3	1.702791807	0.891602144	0.538259372	7454;8440;10095	http://www.ncbi.nlm.nih.gov/gene/?term= 7454+8440+10095
Aldosterone-regulated sodium reabsorption	32	3	1.646056348	0.899940441	0.538259372	483;53828;4306	http://www.ncbi.nlm.nih.gov/gene/?term= 483+53828+4306
Non-small cell lung cancer	48	9	1.645142407	0.899940441	0.538259372	572;5291;6655;10000;5335;5295;1956;238;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 572+5291+6655+10000+5335+5295+1956+238+4893
Acute myeloid leukemia	52	17	1.532587509	0.911852293	0.538259372	572;6688;862;6932;6655;7704;10000;8503;2322;4609;5295;6774;5293;3728;6199;2475;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 572+6688+862+6932+6655+7704+10000+8503+2322+4609+5295+6774+5293+3728+6199+2475+4893
Pertussis	38	8	1.493287539	0.914830256	0.538259372	5602;2771;114609;2353;4615;5970;7189;51135	http://www.ncbi.nlm.nih.gov/gene/?term= 5602+2771+114609+2353+4615+5970+7189+51135
RIG-I-like receptor signaling pathway	45	4	1.484927275	0.915425849	0.538259372	9474;57506;7187;79671	http://www.ncbi.nlm.nih.gov/gene/?term= 9474+57506+7187+79671
Alzheimer's disease	10	3	1.4003267	0.92257296	0.538352228	572;5532;51806	http://www.ncbi.nlm.nih.gov/gene/?term= 572+5532+51806
Endometrial cancer	44	8	1.109031916	0.946992257	0.545038641	572;5291;208;5170;5295;1956;5293;5728	http://www.ncbi.nlm.nih.gov/gene/?term= 572+5291+208+5170+5295+1956+5293+5728
Carbohydrate digestion and absorption	12	4	1.024182539	0.948183443	0.545038641	5291;208;5295;5293	http://www.ncbi.nlm.nih.gov/gene/?term= 5291+208+5295+5293
MicroRNAs in cancer	103	6	0.45430617	0.979154258	0.558672215	6655;994;3845;993;406882;406935	http://www.ncbi.nlm.nih.gov/gene/?term= 6655+994+3845+993+406882+406935
African trypanosomiasis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
"Alanine, aspartate and glutamate metabolism"	30	2	2.878484194	NA	NA	2746;8659	http://www.ncbi.nlm.nih.gov/gene/?term= 2746+8659
Allograft rejection	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Aminoacyl-tRNA biosynthesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Amino sugar and nucleotide sugar metabolism	43	2	3.934364792	NA	NA	5372;3101	http://www.ncbi.nlm.nih.gov/gene/?term= 5372+3101
Amoebiasis	21	2	0.15357535	NA	NA	5331;9630	http://www.ncbi.nlm.nih.gov/gene/?term= 5331+9630
Amyotrophic lateral sclerosis (ALS)	32	2	3.785184429	NA	NA	4744;1432	http://www.ncbi.nlm.nih.gov/gene/?term= 4744+1432
Arachidonic acid metabolism	56	2	5.243888821	NA	NA	84647;11283	http://www.ncbi.nlm.nih.gov/gene/?term= 84647+11283
Arginine biosynthesis	19	2	2.674538329	NA	NA	435;445	http://www.ncbi.nlm.nih.gov/gene/?term= 435+445
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Ascorbate and aldarate metabolism	13	2	5.676476138	NA	NA	7358;7363	http://www.ncbi.nlm.nih.gov/gene/?term= 7358+7363
Asthma	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Autoimmune thyroid disease	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Bacterial invasion of epithelial cells	56	2	2.806558537	NA	NA	63916;391	http://www.ncbi.nlm.nih.gov/gene/?term= 63916+391
beta-Alanine metabolism	26	2	3.428747701	NA	NA	221;223	http://www.ncbi.nlm.nih.gov/gene/?term= 221+223
Bile secretion	27	2	2.237034034	NA	NA	1080;5566	http://www.ncbi.nlm.nih.gov/gene/?term= 1080+5566
Biotin metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Bladder cancer	26	2	0.489693437	NA	NA	2261;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 2261+4893
Butanoate metabolism	21	2	3.914624988	NA	NA	3158;54511	http://www.ncbi.nlm.nih.gov/gene/?term= 3158+54511
Caffeine metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Cardiac muscle contraction	11	2	0.478780022	NA	NA	7139;7171	http://www.ncbi.nlm.nih.gov/gene/?term= 7139+7171
Cell adhesion molecules (CAMs)	30	2	3.487491965	NA	NA	8174;3695	http://www.ncbi.nlm.nih.gov/gene/?term= 8174+3695
Chronic myeloid leukemia	57	2	1.679483187	NA	NA	572;598	http://www.ncbi.nlm.nih.gov/gene/?term= 572+598
Citrate cycle (TCA cycle)	30	2	7.100840751	NA	NA	48;47	http://www.ncbi.nlm.nih.gov/gene/?term= 48+47
Cytokine-cytokine receptor interaction	95	2	2.326425229	NA	NA	3565;3597	http://www.ncbi.nlm.nih.gov/gene/?term= 3565+3597
Cytosolic DNA-sensing pathway	16	2	1.695008651	NA	NA	29110;3665	http://www.ncbi.nlm.nih.gov/gene/?term= 29110+3665
D-Glutamine and D-glutamate metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Dilated cardiomyopathy	72	2	4.381949661	NA	NA	5566;778	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+778
Dorso-ventral axis formation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Drug metabolism - cytochrome P450	54	2	8.277650782	NA	NA	1565;7363	http://www.ncbi.nlm.nih.gov/gene/?term= 1565+7363
Drug metabolism - other enzymes	27	2	6.910649355	NA	NA	7363;2990	http://www.ncbi.nlm.nih.gov/gene/?term= 7363+2990
Endocrine and other factor-regulated calcium reabsorption	35	2	2.084186797	NA	NA	5566;56302	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+56302
Epithelial cell signaling in Helicobacter pylori infection	24	2	2.462285603	NA	NA	6416;5602	http://www.ncbi.nlm.nih.gov/gene/?term= 6416+5602
Ether lipid metabolism	40	2	2.921948521	NA	NA	84647;7941	http://www.ncbi.nlm.nih.gov/gene/?term= 84647+7941
Fat digestion and absorption	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Fatty acid degradation	39	2	2.924969339	NA	NA	37;10449	http://www.ncbi.nlm.nih.gov/gene/?term= 37+10449
Fc epsilon RI signaling pathway	59	2	4.045511098	NA	NA	5335;5580	http://www.ncbi.nlm.nih.gov/gene/?term= 5335+5580
Folate biosynthesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Galactose metabolism	27	2	3.82496799	NA	NA	2538;2720	http://www.ncbi.nlm.nih.gov/gene/?term= 2538+2720
Gastric acid secretion	53	2	2.220310448	NA	NA	5566;196883	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+196883
Glutathione metabolism	41	2	2.597292134	NA	NA	2937;221357	http://www.ncbi.nlm.nih.gov/gene/?term= 2937+221357
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	11	2	2.328573337	NA	NA	64132;11285	http://www.ncbi.nlm.nih.gov/gene/?term= 64132+11285
Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Glycosphingolipid biosynthesis - ganglio series	15	2	3.763280897	NA	NA	2720;8705	http://www.ncbi.nlm.nih.gov/gene/?term= 2720+8705
Glycosphingolipid biosynthesis - globo series	13	2	0.532727597	NA	NA	6482;6489	http://www.ncbi.nlm.nih.gov/gene/?term= 6482+6489
Glycosphingolipid biosynthesis - lacto and neolacto series	25	2	4.253453276	NA	NA	8703;2525	http://www.ncbi.nlm.nih.gov/gene/?term= 8703+2525
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	22	2	1.86995227	NA	NA	55650;54965	http://www.ncbi.nlm.nih.gov/gene/?term= 55650+54965
Glyoxylate and dicarboxylate metabolism	14	2	6.979616254	NA	NA	189;112817	http://www.ncbi.nlm.nih.gov/gene/?term= 189+112817
Graft-versus-host disease	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Herpes simplex infection	80	2	2.018224317	NA	NA	841;836	http://www.ncbi.nlm.nih.gov/gene/?term= 841+836
Histidine metabolism	22	2	2.102600755	NA	NA	144193;131669	http://www.ncbi.nlm.nih.gov/gene/?term= 144193+131669
HTLV-I infection	167	2	2.767609126	NA	NA	996;10744	http://www.ncbi.nlm.nih.gov/gene/?term= 996+10744
Hypertrophic cardiomyopathy (HCM)	23	2	2.884447042	NA	NA	3693;71	http://www.ncbi.nlm.nih.gov/gene/?term= 3693+71
Intestinal immune network for IgA production	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Legionellosis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Leishmaniasis	45	2	5.319947399	NA	NA	5595;5777	http://www.ncbi.nlm.nih.gov/gene/?term= 5595+5777
Lipoic acid metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Long-term depression	56	2	3.783049195	NA	NA	10672;2911	http://www.ncbi.nlm.nih.gov/gene/?term= 10672+2911
Lysine biosynthesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Lysine degradation	47	2	2.15832651	NA	NA	79823;54904	http://www.ncbi.nlm.nih.gov/gene/?term= 79823+54904
Malaria	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Maturity onset diabetes of the young	22	2	1.523779756	NA	NA	5078;50674	http://www.ncbi.nlm.nih.gov/gene/?term= 5078+50674
Measles	66	2	2.230459932	NA	NA	3665;51135	http://www.ncbi.nlm.nih.gov/gene/?term= 3665+51135
Mineral absorption	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Mucin type O-Glycan biosynthesis	29	2	2.282529526	NA	NA	2591;2650	http://www.ncbi.nlm.nih.gov/gene/?term= 2591+2650
Neuroactive ligand-receptor interaction	11	2	4.003960478	NA	NA	3001;2150	http://www.ncbi.nlm.nih.gov/gene/?term= 3001+2150
N-Glycan biosynthesis	48	2	2.944659465	NA	NA	84920;79053	http://www.ncbi.nlm.nih.gov/gene/?term= 84920+79053
Nicotinate and nicotinamide metabolism	27	2	10.72033883	NA	NA	115024;349565	http://www.ncbi.nlm.nih.gov/gene/?term= 115024+349565
Nitrogen metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Non-alcoholic fatty liver disease (NAFLD)	61	2	2.40304763	NA	NA	355;841	http://www.ncbi.nlm.nih.gov/gene/?term= 355+841
One carbon pool by folate	19	2	2.985142777	NA	NA	4548;1719	http://www.ncbi.nlm.nih.gov/gene/?term= 4548+1719
Ovarian steroidogenesis	32	2	3.529874377	NA	NA	5566;3283	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+3283
Pantothenate and CoA biosynthesis	12	2	1.621427329	NA	NA	60490;53354	http://www.ncbi.nlm.nih.gov/gene/?term= 60490+53354
Pentose and glucuronate interconversions	17	2	6.910649355	NA	NA	7363;2990	http://www.ncbi.nlm.nih.gov/gene/?term= 7363+2990
Pentose phosphate pathway	27	2	6.527484312	NA	NA	8277;51071	http://www.ncbi.nlm.nih.gov/gene/?term= 8277+51071
Phenylalanine metabolism	16	2	1.831976381	NA	NA	221;4128	http://www.ncbi.nlm.nih.gov/gene/?term= 221+4128
"Phenylalanine, tyrosine and tryptophan biosynthesis"	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Phototransduction	25	2	3.919171313	NA	NA	2792;5145	http://www.ncbi.nlm.nih.gov/gene/?term= 2792+5145
Primary bile acid biosynthesis	17	2	2.456748614	NA	NA	10005;6342	http://www.ncbi.nlm.nih.gov/gene/?term= 10005+6342
Prion diseases	19	2	1.851212325	NA	NA	5566;10963	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+10963
Propanoate metabolism	22	2	1.220300261	NA	NA	23417;4329	http://www.ncbi.nlm.nih.gov/gene/?term= 23417+4329
Proximal tubule bicarbonate reclamation	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Renal cell carcinoma	47	2	2.925788733	NA	NA	3091;9915	http://www.ncbi.nlm.nih.gov/gene/?term= 3091+9915
Renin-angiotensin system	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Renin secretion	41	2	1.66048625	NA	NA	5331;3708	http://www.ncbi.nlm.nih.gov/gene/?term= 5331+3708
Rheumatoid arthritis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Riboflavin metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Salivary secretion	45	2	2.220310448	NA	NA	5566;196883	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+196883
Selenocompound metabolism	13	2	2.336190674	NA	NA	4548;92935	http://www.ncbi.nlm.nih.gov/gene/?term= 4548+92935
Shigellosis	45	2	2.806558537	NA	NA	63916;391	http://www.ncbi.nlm.nih.gov/gene/?term= 63916+391
Staphylococcus aureus infection	20	2	1.266761656	NA	NA	727;728	http://www.ncbi.nlm.nih.gov/gene/?term= 727+728
Starch and sucrose metabolism	43	2	6.910649355	NA	NA	7363;2990	http://www.ncbi.nlm.nih.gov/gene/?term= 7363+2990
Sulfur metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Synaptic vesicle cycle	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Synthesis and degradation of ketone bodies	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Systemic lupus erythematosus	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Taste transduction	43	2	2.545663307	NA	NA	346562;259287	http://www.ncbi.nlm.nih.gov/gene/?term= 346562+259287
Taurine and hypotaurine metabolism	10	2	0.837540013	NA	NA	2571;1036	http://www.ncbi.nlm.nih.gov/gene/?term= 2571+1036
Terpenoid backbone biosynthesis	21	2	1.49312514	NA	NA	39;3158	http://www.ncbi.nlm.nih.gov/gene/?term= 39+3158
Thiamine metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Thyroid cancer	14	2	0.708602074	NA	NA	5979;4893	http://www.ncbi.nlm.nih.gov/gene/?term= 5979+4893
Thyroid hormone synthesis	44	2	2.776997566	NA	NA	5566;468	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+468
Toxoplasmosis	88	2	4.075906059	NA	NA	330;836	http://www.ncbi.nlm.nih.gov/gene/?term= 330+836
Transcriptional misregulation in cancer	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Tryptophan metabolism	30	2	5.058192639	NA	NA	15;4128	http://www.ncbi.nlm.nih.gov/gene/?term= 15+4128
Type I diabetes mellitus	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Tyrosine metabolism	31	2	1.831976381	NA	NA	221;4128	http://www.ncbi.nlm.nih.gov/gene/?term= 221+4128
Ubiquinone and other terpenoid-quinone biosynthesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Vasopressin-regulated water reabsorption	18	2	1.850000634	NA	NA	5566;64764	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+64764
VEGF signaling pathway	59	2	1.849511754	NA	NA	9047;5335	http://www.ncbi.nlm.nih.gov/gene/?term= 9047+5335
Vibrio cholerae infection	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Viral carcinogenesis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Viral myocarditis	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Vitamin B6 metabolism	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
Vitamin digestion and absorption	0	NA	NA	NA	NA		http://www.ncbi.nlm.nih.gov/gene/?term= 
