pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez	url
RNA Polymerase I Transcription	61	3	5.736431416	0.277321541	0.40519721	30834;54700;9013	http://www.ncbi.nlm.nih.gov/gene/?term= 30834+54700+9013
RNA Polymerase I Transcription Initiation	46	3	5.736431416	0.277321541	0.40519721	30834;54700;9013	http://www.ncbi.nlm.nih.gov/gene/?term= 30834+54700+9013
Cyclin A:Cdk2-associated events at S phase entry	63	5	5.729897958	0.277953253	0.40519721	5720;5721;5695;5710;9134	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710+9134
"RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription"	90	7	5.725658019	0.279216677	0.40519721	30834;54700;9013;7343;10302;8349;51082	http://www.ncbi.nlm.nih.gov/gene/?term= 30834+54700+9013+7343+10302+8349+51082
Programmed Cell Death	149	14	5.683328743	0.284270373	0.40519721	330;7431;355;841;5720;5721;11035;51765;5695;839;5710;5580;836;5062	http://www.ncbi.nlm.nih.gov/gene/?term= 330+7431+355+841+5720+5721+11035+51765+5695+839+5710+5580+836+5062
Regulation of mitotic cell cycle	80	7	5.668493412	0.284270373	0.40519721	5720;5721;26271;4751;5695;5710;4085	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+26271+4751+5695+5710+4085
Rho GTPase cycle	115	5	5.67688584	0.284270373	0.40519721	10928;58480;158763;29;9824	http://www.ncbi.nlm.nih.gov/gene/?term= 10928+58480+158763+29+9824
Hedgehog 'off' state	84	8	5.593757173	0.290587492	0.40519721	8481;5566;5720;5721;2735;5695;5710;5575	http://www.ncbi.nlm.nih.gov/gene/?term= 8481+5566+5720+5721+2735+5695+5710+5575
Cellular Senescence	135	10	5.577702741	0.291850916	0.40519721	996;5606;6416;7867;1026;25913;8290;9134;8349;4217	http://www.ncbi.nlm.nih.gov/gene/?term= 996+5606+6416+7867+1026+25913+8290+9134+8349+4217
APC/C-mediated degradation of cell cycle proteins	80	5	5.553970464	0.29311434	0.40519721	5720;5721;26271;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+26271+5695+5710
Glucagon signaling in metabolic regulation	24	3	5.553764695	0.29311434	0.40519721	94235;2787;2642	http://www.ncbi.nlm.nih.gov/gene/?term= 94235+2787+2642
Regulation of APC/C activators between G1/S and early anaphase	74	5	5.553970464	0.29311434	0.40519721	5720;5721;26271;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+26271+5695+5710
SCF-beta-TrCP mediated degradation of Emi1	51	5	5.553970464	0.29311434	0.40519721	5720;5721;26271;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+26271+5695+5710
Cyclin E associated events during G1/S transition	62	4	5.534765488	0.294377764	0.40519721	5721;5695;5710;9134	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710+9134
SCF(Skp2)-mediated degradation of p27/p21	53	4	5.534765488	0.294377764	0.40519721	5721;5695;5710;9134	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710+9134
Phospholipid metabolism	129	14	5.486839971	0.302590019	0.40519721	55300;1103;8871;9468;55697;10423;8821;1119;51763;255189;4534;11145;201164;27124	http://www.ncbi.nlm.nih.gov/gene/?term= 55300+1103+8871+9468+55697+10423+8821+1119+51763+255189+4534+11145+201164+27124
Muscle contraction	52	5	5.419560368	0.307012003	0.40519721	3693;29766;7135;7171;89	http://www.ncbi.nlm.nih.gov/gene/?term= 3693+29766+7135+7171+89
HIV Infection	181	8	5.413605178	0.308907138	0.40519721	5720;5721;8732;5695;6921;5710;2961;404672	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+8732+5695+6921+5710+2961+404672
trans-Golgi Network Vesicle Budding	58	3	5.40918799	0.30953885	0.40519721	162;54885;157807	http://www.ncbi.nlm.nih.gov/gene/?term= 162+54885+157807
Opioid Signalling	72	8	5.392058939	0.311433986	0.40519721	2771;2792;196883;808;5580;94235;156;2787	http://www.ncbi.nlm.nih.gov/gene/?term= 2771+2792+196883+808+5580+94235+156+2787
Cellular responses to stress	293	83	5.325645857	0.319646241	0.40519721	996;9821;9474;816;6416;7321;5609;5289;2932;25978;8697;3091;115201;5595;4683;898;1021;6119;2146;4927;5608;4790;5602;1027;25842;7867;28956;64121;5052;6195;29855;192669;25913;1032;112399;84971;3337;6117;116835;7295;23710;7157;8535;405;6233;817;255626;1029;818;472;10670;9530;26100;57805;5928;129401;3490;22824;92421;55662;8290;7266;648;23192;6774;7314;2353;1051;5970;9776;9134;8408;23512;8349;3297;6667;51182;3006;3014;8356;4217;2475;10919	http://www.ncbi.nlm.nih.gov/gene/?term= 996+9821+9474+816+6416+7321+5609+5289+2932+25978+8697+3091+115201+5595+4683+898+1021+6119+2146+4927+5608+4790+5602+1027+25842+7867+28956+64121+5052+6195+29855+192669+25913+1032+112399+84971+3337+6117+116835+7295+23710+7157+8535+405+6233+817+255626+1029+818+472+10670+9530+26100+57805+5928+129401+3490+22824+92421+55662+8290+7266+648+23192+6774+7314+2353+1051+5970+9776+9134+8408+23512+8349+3297+6667+51182+3006+3014+8356+4217+2475+10919
Membrane Trafficking	216	15	5.329961333	0.319646241	0.40519721	8301;8775;9570;374;54885;2647;1213;375;134829;1601;6811;10972;157807;126003;26286	http://www.ncbi.nlm.nih.gov/gene/?term= 8301+8775+9570+374+54885+2647+1213+375+134829+1601+6811+10972+157807+126003+26286
PCP/CE pathway	88	8	5.315156075	0.320909665	0.40519721	1856;7481;5721;5695;144165;1213;5710;4920	http://www.ncbi.nlm.nih.gov/gene/?term= 1856+7481+5721+5695+144165+1213+5710+4920
Clathrin derived vesicle budding	58	3	5.244253105	0.327226785	0.40519721	54885;130340;157807	http://www.ncbi.nlm.nih.gov/gene/?term= 54885+130340+157807
Negative regulation of FGFR1 signaling	31	3	5.238514053	0.327226785	0.40519721	2255;26281;7314	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+26281+7314
Phospholipase C-mediated cascade; FGFR3	31	3	5.212551149	0.33228048	0.40519721	26281;5335;5580	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5335+5580
Phospholipase C-mediated cascade; FGFR4	33	3	5.212551149	0.33228048	0.40519721	26281;5335;5580	http://www.ncbi.nlm.nih.gov/gene/?term= 26281+5335+5580
Cdc20:Phospho-APC/C mediated degradation of Cyclin A	66	5	5.194463976	0.332912192	0.40519721	5720;5721;5695;5710;4085	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710+4085
DNA Replication	100	6	5.20115478	0.332912192	0.40519721	5720;990;5721;6119;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+990+5721+6119+5695+5710
Activation of gene expression by SREBF (SREBP)	40	4	5.180711715	0.334175616	0.40519721	1595;4802;6309;7108	http://www.ncbi.nlm.nih.gov/gene/?term= 1595+4802+6309+7108
Apoptosis	147	12	5.16228728	0.33543904	0.40519721	7431;355;841;5720;5721;51765;5695;5710;5580;836;7314;5062	http://www.ncbi.nlm.nih.gov/gene/?term= 7431+355+841+5720+5721+51765+5695+5710+5580+836+7314+5062
HATs acetylate histones	85	5	5.156609121	0.336070752	0.40519721	2033;8520;8349;10445;121504	http://www.ncbi.nlm.nih.gov/gene/?term= 2033+8520+8349+10445+121504
WNT ligand biogenesis and trafficking	22	4	5.131038911	0.336702464	0.40519721	7478;7479;7481;79971	http://www.ncbi.nlm.nih.gov/gene/?term= 7478+7479+7481+79971
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	70	5	5.120896788	0.337965888	0.40519721	5721;4751;5695;5710;4085	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+4751+5695+5710+4085
PPARA activates gene expression	108	10	5.116966245	0.337965888	0.40519721	211;51586;6822;4899;2274;3158;10499;23097;400569;9282	http://www.ncbi.nlm.nih.gov/gene/?term= 211+51586+6822+4899+2274+3158+10499+23097+400569+9282
Vesicle-mediated transport	243	12	5.122757256	0.337965888	0.40519721	8301;1522;374;54885;375;130340;1601;10972;1212;157807;126003;26286	http://www.ncbi.nlm.nih.gov/gene/?term= 8301+1522+374+54885+375+130340+1601+10972+1212+157807+126003+26286
C-type lectin receptors (CLRs)	103	8	5.077453348	0.341756159	0.40519721	5566;5720;5721;3551;5695;8915;5710;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+5720+5721+3551+5695+8915+5710+5970
APC/C:Cdc20 mediated degradation of mitotic proteins	69	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
APC/C:Cdc20 mediated degradation of Securin	61	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint	67	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Assembly of the pre-replicative complex	64	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Asymmetric localization of PCP proteins	60	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Autodegradation of Cdh1 by Cdh1:APC/C	57	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
CDT1 association with the CDC6:ORC:origin complex	55	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Degradation of beta-catenin by the destruction complex	78	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
G1/S DNA Damage Checkpoints	57	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
GLI3 is processed to GLI3R by the proteasome	56	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Hh mutants abrogate ligand secretion	52	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Host Interactions of HIV factors	101	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Negative regulation of FGFR2 signaling	32	3	5.056951483	0.343019583	0.40519721	2255;26281;6233	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+26281+6233
NIK-->noncanonical NF-kB signaling	55	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Orc1 removal from chromatin	67	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Regulation of DNA replication	72	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Regulation of RAS by GAPs	63	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Synthesis of DNA	92	4	5.057907893	0.343019583	0.40519721	5720;5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+5710
Degradation of AXIN	51	3	5.019915293	0.349968414	0.40519721	5721;81847;5695	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+81847+5695
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	111	10	5.013341256	0.350600126	0.40519721	211;51586;6822;4899;2274;10499;23097;400569;90390;9282	http://www.ncbi.nlm.nih.gov/gene/?term= 211+51586+6822+4899+2274+10499+23097+400569+90390+9282
S Phase	119	8	4.987851228	0.354390398	0.40519721	5720;5721;4149;8900;5695;5710;993;9134	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+4149+8900+5695+5710+993+9134
Regulation of cholesterol biosynthesis by SREBP (SREBF)	53	4	4.913029558	0.359444093	0.40519721	1595;6720;6309;7108	http://www.ncbi.nlm.nih.gov/gene/?term= 1595+6720+6309+7108
Antigen processing-Cross presentation	52	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	66	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
AUF1 (hnRNP D0) binds and destabilizes mRNA	50	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Dectin-1 mediated noncanonical NF-kB signaling	56	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Degradation of GLI2 by the proteasome	56	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
p53-Independent DNA Damage Response	49	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Regulation of Apoptosis	47	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Regulation of ornithine decarboxylase (ODC)	46	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Removal of licensing factors from origins	69	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Switching of origins to a post-replicative state	67	3	4.897004635	0.361339229	0.40519721	5721;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5721+5695+5710
Signaling by FGFR2 in disease	25	3	4.889094417	0.363866077	0.40519721	2255;26281;5335	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+26281+5335
Signaling by FGFR in disease	43	3	4.890812962	0.363866077	0.40519721	2255;26281;5295	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+26281+5295
SHC-mediated cascade:FGFR2	24	3	4.882469061	0.364497789	0.40519721	2255;26281;10818	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+26281+10818
SHC-mediated cascade:FGFR1	20	3	4.863382567	0.367024637	0.406284657	2255;2260;26281	http://www.ncbi.nlm.nih.gov/gene/?term= 2255+2260+26281
TCR signaling	103	14	4.843075979	0.37144662	0.408802084	5588;5720;5711;5721;3551;5335;5695;8915;5710;50852;5728;5970;3932;84433	http://www.ncbi.nlm.nih.gov/gene/?term= 5588+5720+5711+5721+3551+5335+5695+8915+5710+50852+5728+5970+3932+84433
CLEC7A (Dectin-1) signaling	76	7	4.827856967	0.373973468	0.408802084	5720;5721;3551;5695;8915;5710;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+3551+5695+8915+5710+5970
FCERI mediated NF-kB activation	70	7	4.827856967	0.373973468	0.408802084	5720;5721;3551;5695;8915;5710;5970	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+3551+5695+8915+5710+5970
Downstream TCR signaling	77	7	4.764052888	0.381554011	0.415357954	5720;5721;5695;8915;5710;5970;1147	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+5695+8915+5710+5970+1147
Degradation of GLI1 by the proteasome	55	5	4.719131322	0.387239419	0.419805133	5566;5721;2735;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5566+5721+2735+5695+5710
Hedgehog 'on' state	79	7	4.696224925	0.389766267	0.420805615	5720;5721;2735;5695;5710;132884;84455	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+2735+5695+5710+132884+84455
Metabolism of polyamines	76	7	4.626923426	0.397978522	0.423607348	5720;5721;4953;6723;6303;5695;5710	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+4953+6723+6303+5695+5710
p53-Dependent G1 DNA Damage Response	54	8	4.582378375	0.399873658	0.423607348	5720;5721;1026;5695;7157;64326;5710;9134	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+1026+5695+7157+64326+5710+9134
Late Phase of HIV Life Cycle	115	3	4.565820728	0.401137081	0.423607348	8732;2961;404672	http://www.ncbi.nlm.nih.gov/gene/?term= 8732+2961+404672
Transcription of the HIV genome	60	3	4.565820728	0.401137081	0.423607348	8732;2961;404672	http://www.ncbi.nlm.nih.gov/gene/?term= 8732+2961+404672
Activation of NF-kappaB in B cells	62	7	4.544878261	0.403032217	0.423607348	5720;5721;4793;5695;8915;5710;1147	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+4793+5695+8915+5710+1147
Activated point mutants of FGFR2	16	3	4.536493529	0.403663929	0.423607348	2263;2255;26281	http://www.ncbi.nlm.nih.gov/gene/?term= 2263+2255+26281
FGFR2 mutant receptor activation	16	3	4.536493529	0.403663929	0.423607348	2263;2255;26281	http://www.ncbi.nlm.nih.gov/gene/?term= 2263+2255+26281
Toll Like Receptor 4 (TLR4) Cascade	118	5	4.438526614	0.416298168	0.434713927	330;6416;3656;114609;7314	http://www.ncbi.nlm.nih.gov/gene/?term= 330+6416+3656+114609+7314
Activated TLR4 signalling	110	7	4.420889715	0.417561592	0.434713927	330;6416;7187;3656;114609;7314;3665	http://www.ncbi.nlm.nih.gov/gene/?term= 330+6416+7187+3656+114609+7314+3665
Cellular response to heat stress	81	5	4.35781326	0.426405559	0.442166552	6119;3337;116835;818;3297	http://www.ncbi.nlm.nih.gov/gene/?term= 6119+3337+116835+818+3297
MAPK6/MAPK4 signaling	85	10	4.320992087	0.429564119	0.443688152	5597;5566;8550;5720;5687;5721;5695;5596;5710;148170	http://www.ncbi.nlm.nih.gov/gene/?term= 5597+5566+8550+5720+5687+5721+5695+5596+5710+148170
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	53	5	4.270260229	0.437776374	0.446892172	83933;10014;23493;3516;388585	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+3516+388585
NOTCH1 Intracellular Domain Regulates Transcription	47	5	4.270260229	0.437776374	0.446892172	83933;10014;23493;3516;388585	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+3516+388585
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	53	5	4.270260229	0.437776374	0.446892172	83933;10014;23493;3516;388585	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+3516+388585
Epigenetic regulation of gene expression	69	5	4.162983821	0.45925458	0.465197404	30834;23411;9013;8349;404672	http://www.ncbi.nlm.nih.gov/gene/?term= 30834+23411+9013+8349+404672
Signaling by NOTCH	109	14	4.162838306	0.45925458	0.465197404	83933;22938;3091;10014;23220;23493;409;6233;4851;9794;7314;388585;55851;54492	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+22938+3091+10014+23220+23493+409+6233+4851+9794+7314+388585+55851+54492
Toll-Like Receptors Cascades	137	26	4.132763679	0.464939987	0.46746143	330;841;6416;51311;8411;5595;8767;4790;5602;329;1386;7187;64145;3656;7099;1848;6233;114609;1508;8945;7314;6288;7096;3665;51135;54106	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+6416+51311+8411+5595+8767+4790+5602+329+1386+7187+64145+3656+7099+1848+6233+114609+1508+8945+7314+6288+7096+3665+51135+54106
HIV Life Cycle	120	3	4.103500136	0.466835123	0.46746143	8732;2962;2961	http://www.ncbi.nlm.nih.gov/gene/?term= 8732+2962+2961
L1CAM interactions	90	8	4.104255911	0.466835123	0.46746143	10048;1741;4897;1808;6711;1463;4478;3897	http://www.ncbi.nlm.nih.gov/gene/?term= 10048+1741+4897+1808+6711+1463+4478+3897
RNA Polymerase II Transcription	97	8	4.081559081	0.471257107	0.468127033	29894;8732;6628;4686;6636;5436;6917;2961	http://www.ncbi.nlm.nih.gov/gene/?term= 29894+8732+6628+4686+6636+5436+6917+2961
Zinc transporters	17	3	4.068478948	0.474415666	0.468127033	64924;55630;7779	http://www.ncbi.nlm.nih.gov/gene/?term= 64924+55630+7779
Cell-Cell communication	72	3	4.05094011	0.478205938	0.468127033	55243;23607;89	http://www.ncbi.nlm.nih.gov/gene/?term= 55243+23607+89
DNA Replication Pre-Initiation	79	8	4.056372949	0.478205938	0.468127033	5720;5721;6119;51053;5695;5710;5001;81620	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+6119+51053+5695+5710+5001+81620
M/G1 Transition	79	8	4.056372949	0.478205938	0.468127033	5720;5721;6119;51053;5695;5710;5001;81620	http://www.ncbi.nlm.nih.gov/gene/?term= 5720+5721+6119+51053+5695+5710+5001+81620
Nephrin interactions	22	3	4.05094011	0.478205938	0.468127033	55243;23607;89	http://www.ncbi.nlm.nih.gov/gene/?term= 55243+23607+89
Carbohydrate metabolism	241	4	3.969785347	0.491471889	0.471557138	2239;9955;1464;126792	http://www.ncbi.nlm.nih.gov/gene/?term= 2239+9955+1464+126792
Glycosaminoglycan metabolism	100	4	3.969785347	0.491471889	0.471557138	2239;9955;1464;126792	http://www.ncbi.nlm.nih.gov/gene/?term= 2239+9955+1464+126792
Heparan sulfate/heparin (HS-GAG) metabolism	46	4	3.969785347	0.491471889	0.471557138	2239;9955;1464;126792	http://www.ncbi.nlm.nih.gov/gene/?term= 2239+9955+1464+126792
Negative epigenetic regulation of rRNA expression	57	4	3.955051081	0.493998737	0.471557138	30834;23411;9013;8349	http://www.ncbi.nlm.nih.gov/gene/?term= 30834+23411+9013+8349
TP53 Regulates Metabolic Genes	70	6	3.920230787	0.49526216	0.471557138	28956;64121;5052;83667;7248;5571	http://www.ncbi.nlm.nih.gov/gene/?term= 28956+64121+5052+83667+7248+5571
PI Metabolism	46	4	3.905928424	0.497157296	0.471557138	55300;8821;51763;4534	http://www.ncbi.nlm.nih.gov/gene/?term= 55300+8821+51763+4534
Signaling by NOTCH1	71	8	3.899546596	0.497157296	0.471557138	83933;3091;10014;23493;4851;3516;388585;54492	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+3091+10014+23493+4851+3516+388585+54492
Synthesis of PIPs at the plasma membrane	31	4	3.905928424	0.497157296	0.471557138	55300;8821;51763;4534	http://www.ncbi.nlm.nih.gov/gene/?term= 55300+8821+51763+4534
GABA A receptor activation	12	3	3.874727775	0.499684144	0.471557138	2556;2557;2560	http://www.ncbi.nlm.nih.gov/gene/?term= 2556+2557+2560
Ligand-gated ion channel transport	12	3	3.874727775	0.499684144	0.471557138	2556;2557;2560	http://www.ncbi.nlm.nih.gov/gene/?term= 2556+2557+2560
Metal ion SLC transporters	22	3	3.81864698	0.506001263	0.474107822	27173;64924;7779	http://www.ncbi.nlm.nih.gov/gene/?term= 27173+64924+7779
SLC-mediated transmembrane transport	213	3	3.81864698	0.506001263	0.474107822	27173;64924;7779	http://www.ncbi.nlm.nih.gov/gene/?term= 27173+64924+7779
Regulation of HSF1-mediated heat shock response	64	5	3.79823545	0.510423247	0.476109389	6119;3337;116835;7266;3297	http://www.ncbi.nlm.nih.gov/gene/?term= 6119+3337+116835+7266+3297
Arachidonic acid metabolism	47	3	3.770925886	0.513581807	0.476109389	4048;1580;11283	http://www.ncbi.nlm.nih.gov/gene/?term= 4048+1580+11283
Synthesis of Leukotrienes (LT) and Eoxins (EX)	17	3	3.770925886	0.513581807	0.476109389	4048;1580;11283	http://www.ncbi.nlm.nih.gov/gene/?term= 4048+1580+11283
Mitochondrial biogenesis	49	4	3.731248376	0.523689198	0.479475697	6742;4899;7978;2551	http://www.ncbi.nlm.nih.gov/gene/?term= 6742+4899+7978+2551
MyD88-independent TLR3/TLR4 cascade	95	15	3.696558253	0.526847757	0.479475697	330;841;6416;8767;4790;329;7187;3656;7099;6233;257397;8945;7314;6288;3665	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+6416+8767+4790+329+7187+3656+7099+6233+257397+8945+7314+6288+3665
Constitutive Signaling by NOTCH1 PEST Domain Mutants	53	7	3.69149793	0.527479469	0.479475697	83933;10014;23493;4851;3516;388585;54492	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+4851+3516+388585+54492
Signaling by NOTCH1 in Cancer	53	7	3.69149793	0.527479469	0.479475697	83933;10014;23493;4851;3516;388585;54492	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+4851+3516+388585+54492
Signaling by NOTCH1 PEST Domain Mutants in Cancer	53	7	3.69149793	0.527479469	0.479475697	83933;10014;23493;4851;3516;388585;54492	http://www.ncbi.nlm.nih.gov/gene/?term= 83933+10014+23493+4851+3516+388585+54492
Fcgamma receptor (FCGR) dependent phagocytosis	77	8	3.688627101	0.529374605	0.479475697	63916;644150;5335;10095;10810;5879;917;5580	http://www.ncbi.nlm.nih.gov/gene/?term= 63916+644150+5335+10095+10810+5879+917+5580
Toll Like Receptor 3 (TLR3) Cascade	95	10	3.674124371	0.530006317	0.479475697	330;6416;8767;3551;4790;7187;3656;7314;6288;3665	http://www.ncbi.nlm.nih.gov/gene/?term= 330+6416+8767+3551+4790+7187+3656+7314+6288+3665
Transcriptional regulation of white adipocyte differentiation	75	5	3.650354782	0.535691725	0.479513795	51586;23097;400569;90390;9282	http://www.ncbi.nlm.nih.gov/gene/?term= 51586+23097+400569+90390+9282
"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	56	3	3.6337271	0.538218572	0.479513795	29985;64924;7779	http://www.ncbi.nlm.nih.gov/gene/?term= 29985+64924+7779
TRIF-mediated TLR3/TLR4 signaling	95	14	3.625442177	0.539481996	0.479513795	330;841;6416;8767;329;7187;3656;6233;7314;5970;6288;3665;1147;353376	http://www.ncbi.nlm.nih.gov/gene/?term= 330+841+6416+8767+329+7187+3656+6233+7314+5970+6288+3665+1147+353376
NCAM1 interactions	36	3	3.595745593	0.544535692	0.479513795	8128;4684;256076	http://www.ncbi.nlm.nih.gov/gene/?term= 8128+4684+256076
Toll Like Receptor 9 (TLR9) Cascade	88	10	3.596745329	0.544535692	0.479513795	6416;51311;8767;4790;3656;8945;7314;6288;3665;51135	http://www.ncbi.nlm.nih.gov/gene/?term= 6416+51311+8767+4790+3656+8945+7314+6288+3665+51135
Transcriptional activation of mitochondrial biogenesis	40	3	3.59137703	0.545799116	0.479513795	4899;7978;2551	http://www.ncbi.nlm.nih.gov/gene/?term= 4899+7978+2551
Asparagine N-linked glycosylation	155	5	3.582177664	0.547694251	0.479513795	9570;374;6811;10972;126003	http://www.ncbi.nlm.nih.gov/gene/?term= 9570+374+6811+10972+126003
COPII (Coat Protein 2) Mediated Vesicle Transport	63	5	3.582177664	0.547694251	0.479513795	9570;374;6811;10972;126003	http://www.ncbi.nlm.nih.gov/gene/?term= 9570+374+6811+10972+126003
Transport to the Golgi and subsequent modification	72	5	3.582177664	0.547694251	0.479513795	9570;374;6811;10972;126003	http://www.ncbi.nlm.nih.gov/gene/?term= 9570+374+6811+10972+126003
Stimuli-sensing channels	98	4	3.567160474	0.548325963	0.479513795	55283;9635;1193;55503	http://www.ncbi.nlm.nih.gov/gene/?term= 55283+9635+1193+55503
Synthesis of PIPs at the early endosome membrane	13	3	3.408459517	0.569172457	0.493942104	55300;55697;4534	http://www.ncbi.nlm.nih.gov/gene/?term= 55300+55697+4534
