db	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	qvalues	geneListEntrez
nci	IL27-mediated signaling events	20	2	3.506996654	0.237367803	0.413086191	IL27;STAT1
kegg	Hepatitis C	78	2	3.878124794	0.238958097	0.117542789	PPP2R2B;STAT1
reactome	FRS-mediated FGFR1 signaling	183	55	3.949763705	0.239470517	0.599126031	ACTN2;BTC;DAB2IP;DUSP1;DUSP4;DUSP6;EGF;ERBB4;FGF10;FGFR3;FN1;FRS2;GRIN2D;IL2RB;IRS2;JAK2;KSR1;MAPK3;NRAS;NRG1;PDGFA;PDGFB;PDGFRA;PDGFRB;PPP2CA;PPP2R5E;PPP5C;PSMA1;PSMA6;PSMB10;PSMB11;PSMB4;PSMC4;PSMC6;PSMD12;PSMD13;PSMD3;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA1;RASAL1;SHC2;SHC3;SPRED1;SPRED2;SPTB;SPTBN1;SPTBN4;SPTBN5;TEK;VWF;WDR83
reactome	Complement cascade	30	2	4.158508825	0.240648379	0.599851226	C7;C8A
nci	Validated nuclear estrogen receptor beta network	11	3	3.488753373	0.240893067	0.413086191	DDX54;ESR2;NCOA1
kegg	Toll-like receptor signaling pathway	78	4	3.85600274	0.245753114	0.117542789	FOS;IL6;IRF5;MAPK8
kegg	NF-kappa B signaling pathway	51	4	3.850518823	0.245753114	0.117542789	CHUK;MAP3K14;TNFRSF13C;TRAF2
nci	HIV-1 Nef: Negative effector of Fas and TNF-alpha	28	2	3.469068921	0.247943596	0.413086191	CHUK;MAP3K14
nci	CXCR4-mediated signaling events	56	3	3.971704063	0.248863636	0.413086191	CXCL12;ITCH;STAT1
reactome	Golgi Associated Vesicle Biogenesis	28	2	4.459664347	0.251173709	0.622938165	ARF1;TPD52
reactome	Meiotic synapsis	51	2	4.619152645	0.252491694	0.622938165	ACD;SYNE2
kegg	"Valine, leucine and isoleucine degradation"	41	8	3.910422376	0.25257732	0.117542789	ACAA2;ACADS;ALDH9A1;BCAT1;BCKDHA;DBT;ECHS1;HADH
reactome	RNA Polymerase II Transcription	75	9	4.110694912	0.253117207	0.622938165	CPSF1;ERCC2;GTF2H3;NCBP2;POLR2A;POLR2L;RNMT;SUPT16H;TAF3
reactome	Retrograde neurotrophin signalling	12	2	4.606653918	0.253599114	0.622938165	AP2A1;NTRK1
nci	IGF1 pathway	25	2	3.566096985	0.255639098	0.413086191	IGF1R;PRKCD
kegg	Renal cell carcinoma	41	3	3.799395768	0.25594564	0.117542789	ARNT2;EP300;EPAS1
kegg	Axon guidance	89	21	3.805295102	0.25594564	0.117542789	ABLIM1;DCC;EPHA1;EPHA5;EPHA6;EPHB2;LIMK2;NFATC3;NGEF;PAK2;PLXNA1;PLXNB2;PPP3CA;RAC1;RASA1;RHOA;SEMA4D;SEMA4G;UNC5A;UNC5B;UNC5D
nci	HIF-1-alpha transcription factor network	52	4	3.944956273	0.256818182	0.413086191	HIF1A;HK2;NCOA1;PFKFB3
nci	S1P1 pathway	13	2	3.557322177	0.257787325	0.413086191	PDGFRB;PLCG1
reactome	Constitutive Signaling by NOTCH1 PEST Domain Mutants	37	3	3.843328425	0.258724428	0.623785357	EP300;NCOR2;SNW1
reactome	Epigenetic regulation of gene expression	75	15	4.398429486	0.259389671	0.623785357	AEBP2;ARID4B;CDK7;DNMT3L;ERCC2;GTF2H3;HIST1H3I;HIST1H4J;PHF19;POLR2K;POLR2L;SIN3B;SIRT1;TAF1B;TWISTNB
reactome	Nephrin interactions	18	2	4.044994973	0.260598504	0.623785357	ACTN1;NPHS1
reactome	PLC-gamma1 signalling	22	2	3.826282678	0.261131167	0.623785357	NTRK1;PLCG1
reactome	PI Metabolism	43	5	4.036291578	0.261845387	0.623785357	ARF1;INPP4B;MTMR2;PIK3C2G;PIK3R4
nci	RhoA signaling pathway	21	2	3.928461361	0.2625	0.413086191	CIT;MYL2
reactome	Termination of O-glycan biosynthesis	20	2	4.005473414	0.264339152	0.623785357	MUC2;ST6GAL1
kegg	Hedgehog signaling pathway	41	3	3.756890598	0.265005663	0.117542789	CSNK1G2;GLI2;WNT4
reactome	Dual incision in TC-NER	50	2	4.821388386	0.265060241	0.623785357	EP300;GTF2H3
reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	49	2	4.821388386	0.265060241	0.623785357	EP300;GTF2H3
kegg	Starch and sucrose metabolism	45	10	3.856285019	0.266752577	0.117542789	GPI;GUSB;GYS1;HK1;HK2;PGM1;PYGM;UGDH;UGT2B4;UXS1
reactome	Nuclear signaling by ERBB4	30	2	3.775560551	0.267148014	0.623785357	PRL;PRLR
nci	Downstream signaling in naïve CD8+ T cells	37	4	3.484245638	0.26745435	0.413086191	MAPK3;MAPK8;PRKCQ;PTPN7
reactome	DAP12 signaling	262	3	3.771881745	0.268351384	0.623785357	AKT1;CHUK;THEM4
reactome	Downstream signaling of activated FGFR4	250	3	3.771881745	0.268351384	0.623785357	AKT1;CHUK;THEM4
nci	Signaling events mediated by focal adhesion kinase	47	3	3.474555724	0.268528464	0.413086191	ACTN1;ARHGAP26;PTK2
nci	ATF-2 transcription factor network	43	5	3.88264898	0.269318182	0.413086191	ATF2;EP300;JDP2;MAPK8;NF1
nci	Osteopontin-mediated events	28	2	3.469068921	0.270676692	0.413086191	CHUK;MAP3K14
reactome	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	10	3	3.761294506	0.270758123	0.623785357	EDEM3;MAN1B1;UGGT2
kegg	Oxytocin signaling pathway	134	44	3.710498425	0.274065685	0.117542789	ADCY1;ADCY3;ADCY5;ADCY8;ADCY9;CACNA1D;CACNA1S;CACNA2D2;CACNA2D3;CACNA2D4;CACNB4;CALM3;CAMK1D;CAMK2D;CAMK4;CAMKK1;CAMKK2;CD38;EGFR;GNAI2;GNAO1;GNAS;KCNJ5;MAPK1;MYLK;NFATC3;OXTR;PLA2G4D;PLA2G4E;PLA2G4F;PLCB3;PPP1CB;PPP1CC;PPP3R1;PRKAA1;PRKAB1;PRKAB2;PRKACG;PRKCA;PTGS2;RHOA;ROCK2;RYR2;RYR3
reactome	PI3K Cascade	58	2	3.712231346	0.2755716	0.623785357	MTOR;PRKAA1
kegg	Fructose and mannose metabolism	26	6	3.808576884	0.275773196	0.117542789	GMDS;GMPPA;HK1;HK2;PFKFB3;PMM1
kegg	Galactose metabolism	25	2	4.154732789	0.276066351	0.117542789	GLB1;HK2
reactome	Costimulation by the CD28 family	46	3	3.710179944	0.27677497	0.623785357	AKT1;PPP2CA;THEM4
reactome	Constitutive Signaling by Aberrant PI3K in Cancer	47	4	3.711664937	0.27677497	0.623785357	EGF;NRG1;PDGFRB;PIK3R1
reactome	Transcription of the HIV genome	47	3	4.484522532	0.277962348	0.623785357	GTF2H3;POLR2A;RNMT
reactome	Class B/2 (Secretin family receptors)	42	3	3.704092674	0.277978339	0.623785357	CALCA;CALCB;CALCRL
reactome	Cyclin A:Cdk2-associated events at S phase entry	48	2	4.307211312	0.278169014	0.623785357	PSMD13;PSMD5
reactome	Cyclin E associated events during G1/S transition	47	2	4.307211312	0.278169014	0.623785357	PSMD13;PSMD5
kegg	Hepatitis B	103	15	3.691225347	0.278595696	0.117542789	AKT2;ATF6B;CHUK;EP300;MAP2K1;MAP3K1;MAPK1;MAPK8;MMP9;MYC;MYD88;RAF1;RELA;SMAD3;STAT1
kegg	Dopaminergic synapse	102	27	3.690718187	0.278595696	0.117542789	ADCY5;AKT1;AKT2;ATF6B;CACNA1A;CALY;CREB5;DRD1;DRD2;GNAI2;GNAL;GNG2;GNG5;GSK3A;ITPR1;KIF5A;KIF5B;MAPK11;MAPK8;PLCB3;PPP2CA;PPP2R2A;PPP2R2B;PRKACB;SCN1A;SLC6A3;TH
kegg	Phenylalanine metabolism	14	2	3.865632243	0.280429594	0.117542789	ALDH3B2;AOC3
reactome	RMTs methylate histone arginines	43	5	3.673874986	0.281588448	0.623785357	ACTL6A;HIST1H3I;HIST1H4J;HIST3H2A;PRMT1
reactome	Regulation of innate immune responses to cytosolic DNA	11	2	3.920650322	0.281795511	0.623785357	DTX4;TMEM173
reactome	ZBP1(DAI) mediated induction of type I IFNs	21	2	3.920650322	0.281795511	0.623785357	DTX4;TMEM173
nci	Class I PI3K signaling events mediated by Akt	21	2	3.828674639	0.282954545	0.413086191	AKT1;PRKDC
reactome	Synthesis of PIPs at the plasma membrane	29	2	3.894273154	0.28553616	0.623785357	INPP4B;MTMR6
reactome	Adaptive Immune System	431	2	3.650681945	0.286401925	0.623785357	RAF1;RAP1B
reactome	Rap1 signalling	16	2	3.650681945	0.286401925	0.623785357	RAF1;RAP1B
kegg	Insulin secretion	44	4	3.641425422	0.286523216	0.117542789	ABCC8;ADCY8;RAPGEF4;RYR2
reactome	DNA Damage Recognition in GG-NER	27	2	4.262794631	0.288732394	0.623785357	ACTR5;INO80
nci	Plasma membrane estrogen receptor signaling	19	3	3.377982551	0.288936627	0.413086191	IGF1R;MMP9;SRC
reactome	LGI-ADAM interactions	13	2	3.864005937	0.291770574	0.623785357	ADAM22;ADAM23
reactome	RNA Polymerase I Transcription Initiation	36	3	4.25399446	0.292253521	0.623785357	GATAD2B;GTF2H3;TAF1B
kegg	Chagas disease (American trypanosomiasis)	65	3	3.595902046	0.293318233	0.117542789	MAPK11;PPP2CA;PPP2R2B
nci	Integrin family cell surface interactions	18	3	3.752539673	0.294318182	0.413086191	ITGA6;ITGA8;ITGB1
kegg	Gap junction	76	19	3.574985027	0.294450736	0.117542789	ADCY3;ADCY8;ADCY9;ADRB1;EGF;GJD2;GNAI2;GNAS;ITPR1;KRAS;LPAR1;MAP2K1;MAP3K2;PDGFA;PDGFRB;PRKACB;PRKCA;RAF1;SRC
reactome	Diseases of signal transduction	173	43	3.60233406	0.296028881	0.623785357	APH1B;CD19;EGF;EP300;ERBB3;FGF10;FGF23;FGF3;GAB2;GRB2;HDAC11;HDAC3;HDAC4;HDAC5;HDAC7;HDAC9;IRS2;JAG1;JAG2;KIT;KLB;MAML3;MIB1;NCOR2;NOTCH1;NRAS;PDGFA;PDGFRA;PDGFRB;PIK3R1;PLCG1;PSMA4;PSMB11;PSMC6;PSMD13;PSMD6;PSMD9;PSME4;PSMF1;SEL1L;SNW1;UBA52;VCP
reactome	MAPK1/MAPK3 signaling	188	56	3.602462957	0.296028881	0.623785357	ACTN2;AKAP9;CAMK2B;CAMK2G;DLG4;DUSP16;DUSP5;DUSP6;EGF;EGFR;ERBB4;FGF4;FGFR4;FN1;FRS2;GRIN2D;HRAS;IL3;IL6;IQGAP1;IRS2;ITGB3;KIT;MAPK1;NCAM1;NF1;NRG1;NRG2;PDGFB;PDGFRB;PPP5C;PSMA1;PSMA4;PSMB11;PSMC3;PSMC6;PSMD14;PSMD2;PSMD4;PSMD5;PSMD9;PSME4;RAF1;RAP1B;RASA2;RASAL1;RASGEF1A;RASGRF1;RASGRP3;SHC2;SHC3;SPTB;SPTBN1;TEK;UBA52;VWF
reactome	SHC1 events in EGFR signaling	183	63	3.602738564	0.296028881	0.623785357	ACTN2;ANGPT1;ARRB1;CALM3;CAMK2A;DAB2IP;EGF;EGFR;ERBB4;EREG;FGB;FGF2;FGFR2;GRIN2D;HRAS;IL3;IRS2;KIT;LAT;MAP2K1;MAPK3;NCAM1;NF1;NRG1;NRG2;PDGFRB;PPP2CA;PPP2R1B;PPP2R5C;PPP5C;PSMA5;PSMA7;PSMB10;PSMB11;PSMB4;PSMB7;PSMC1;PSMC5;PSMC6;PSMD11;PSMD13;PSMD2;PSMD5;PSMD6;PSMD9;PSME2;PSME4;PTK2;PTPRA;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASGRP3;SHC2;SPRED2;SPRED3;SPTB;SPTBN1;SPTBN2;UBA52
nci	TCR signaling in naïve CD8+ T cells	41	5	3.342819463	0.296455424	0.413086191	AKT1;CHUK;LCP2;MAP3K14;PRKCQ
kegg	Ras signaling pathway	180	61	3.544482361	0.297848245	0.117542789	ABL2;AKT1;CHUK;CSF1R;EGF;FGF10;FGF6;FGF9;GAB1;GAB2;GNB5;GNG5;GRB2;HRAS;IGF1R;IKBKB;INS;INSR;MAP2K1;MAP2K2;MAPK1;MAPK10;MAPK8;MET;NF1;PAK4;PAK6;PDGFRB;PIK3CA;PIK3CG;PLA2G16;PLA2G1B;PLA2G2A;PLA2G2C;PLA2G2D;PLA2G2E;PLA2G4C;PLA2G4D;PLA2G4E;PLA2G5;PLCE1;PLD2;PRKCB;RAC2;RAF1;RALB;RALBP1;RAP1B;RAPGEF5;RASA1;RASAL1;RASGRF1;RASSF1;RASSF5;RELA;RIN1;SHC1;SHC2;SHC3;SOS1;STK4
reactome	Neurotransmitter Release Cycle	38	7	3.829138437	0.298004988	0.623785357	GAD2;GLS;SLC1A1;SLC1A3;SLC38A2;SYN3;VAMP2
nci	Signaling events regulated by Ret tyrosine kinase	33	2	3.334329966	0.298603652	0.413086191	MAPK8;RASA1
kegg	Thyroid cancer	14	3	3.527372252	0.30011325	0.117542789	KRAS;NTRK1;TPR
reactome	Neuronal System	227	71	3.572503668	0.300842359	0.623785357	ABCC8;ABCC9;ACTN2;ADCY3;ADCY5;ADCY8;ADCY9;AP2A1;AP2S1;APBA1;CACNA2D3;CACNB2;CACNB3;CACNG2;CAMK2A;CAMK2B;CAMK4;COMT;CREB1;DLG1;DNAJC5;GLUL;GNAL;GNG7;GRIA1;GRIK3;HCN2;HRAS;HSPA8;KCNAB2;KCNAB3;KCNC2;KCNC3;KCNG4;KCNH2;KCNH3;KCNH4;KCNH6;KCNH7;KCNJ5;KCNJ6;KCNJ9;KCNK1;KCNK13;KCNK7;KCNMA1;KCNMB1;KCNMB2;KCNN1;KCNQ1;KCNQ2;KCNS1;KCNS3;PANX1;PLCB1;PLCB2;PPFIA1;PPFIA2;PPFIA4;PRKCA;PRKCB;RRAS;SLC1A3;SLC1A6;SLC38A2;SLC6A1;SLC6A11;SLC6A13;SLC6A3;SYN3;SYT1
kegg	GABAergic synapse	56	2	3.646964205	0.302835052	0.117542789	GABRP;GPHN
kegg	Glycolysis / Gluconeogenesis	58	22	3.645686414	0.302835052	0.117542789	ACSS2;ADH1A;ADH1B;ADH6;ADH7;ALDH3B2;ALDH9A1;ALDOB;BPGM;DLAT;ENO3;GAPDHS;GCK;GPI;HK1;HK2;HK3;LDHA;PCK1;PDHA2;PFKM;PKLR
reactome	Bile acid and bile salt metabolism	31	2	3.560269043	0.303249097	0.623785357	FABP6;NCOA1
reactome	Recycling of bile acids and salts	11	2	3.560269043	0.303249097	0.623785357	FABP6;NCOA1
reactome	Semaphorin interactions	48	8	3.559447909	0.303249097	0.623785357	CRMP1;FARP2;MYH14;NRP1;PAK2;RAC1;RHOC;SEMA4D
reactome	Ion transport by P-type ATPases	13	3	3.790863978	0.304239401	0.623785357	ATP1A2;ATP1A4;FXYD2
nci	Regulation of Androgen receptor activity	34	2	3.7107383	0.304545455	0.413086191	KLK3;NCOA1
kegg	Retinol metabolism	54	2	4.664296787	0.305895439	0.117542789	ALDH1A1;HSD17B6
reactome	Growth hormone receptor signaling	19	2	3.775560551	0.30798005	0.623785357	PRL;PRLR
reactome	NOD1/2 Signaling Pathway	21	4	3.51641061	0.308062575	0.623785357	CASP2;CHUK;ITCH;NOD1
kegg	Epstein-Barr virus infection	45	2	3.463017098	0.309173273	0.117542789	CHUK;MAP3K14
reactome	Autodegradation of Cdh1 by Cdh1:APC/C	42	2	4.307211312	0.310077519	0.623785357	PSMD13;PSMD5
reactome	SCF(Skp2)-mediated degradation of p27/p21	39	2	4.307211312	0.310077519	0.623785357	PSMD13;PSMD5
reactome	PI3K/AKT Signaling in Cancer	63	3	3.507363155	0.310469314	0.623785357	NRG1;PDGFRB;PIK3R1
reactome	Glycosaminoglycan metabolism	81	3	3.505305618	0.310469314	0.623785357	FMOD;KERA;ST3GAL6
reactome	Keratan sulfate biosynthesis	22	3	3.505305618	0.310469314	0.623785357	FMOD;KERA;ST3GAL6
reactome	Keratan sulfate/keratin metabolism	22	3	3.505305618	0.310469314	0.623785357	FMOD;KERA;ST3GAL6
reactome	ER Quality Control Compartment (ERQC)	10	3	3.761294506	0.310473815	0.623785357	EDEM3;MAN1B1;UGGT2
reactome	Assembly of the primary cilium	149	49	3.758178755	0.311720698	0.623785357	AKAP9;BBS1;BBS2;BBS9;CCP110;CCT3;CCT4;CCT5;CCT8;CDK5RAP2;CENPJ;CEP135;CEP152;CEP164;CEP250;CEP41;CEP76;CEP78;CNGB1;DYNC2H1;DYNLL1;EXOC1;EXOC2;EXOC3;EXOC7;EXOC8;FBF1;IFT22;KIF17;NEDD1;NINL;NPHP4;ODF2;PLK1;PRKAR2B;RAB11A;RAB3IP;RHO;RPGRIP1L;SEPT2;SSTR3;TCTEX1D2;TCTN2;TTC21B;TTC8;TUBA1A;WDR34;WDR60;YWHAE
reactome	Purine metabolism	29	5	3.486321088	0.312876053	0.623785357	ATIC;DCK;IMPDH1;NT5C2;PNP
reactome	EPH-ephrin mediated repulsion of cells	43	5	3.753197804	0.312967581	0.623785357	EPHA1;EPHA5;EPHB2;MMP9;VAV2
nci	Signaling events mediated by PTP1B	40	6	3.673426063	0.313636364	0.413086191	EGF;JAK2;PDGFRB;PRL;PRLR;PTPN1
reactome	Axon guidance	419	174	3.466463992	0.316486161	0.623785357	ABL2;ABLIM1;ABLIM2;ACTN2;ADAM10;AKAP9;ANK1;ANK2;ANK3;AP2A1;AP2M1;AP2S1;APBB1IP;APH1A;APH1B;ARHGAP35;ARHGEF12;ARHGEF28;ARPC4;ARTN;BTC;CACNA1C;CACNA1G;CACNA1I;CACNB3;CALM3;CHL1;CLASP2;CLTA;CLTC;CLTCL1;CNKSR1;CNTN6;COL4A3;COL6A3;COL6A5;COL6A6;CRMP1;CSF2RB;DAB2IP;DCC;DNM3;DPYSL3;DUSP1;EFNA3;EFNA5;EGF;EGFR;EPHA3;EPHA5;EPHA6;EPHA8;EPHB2;EPHB3;EPHB6;FGF20;FGF23;FGF4;FGF8;FGF9;FGFR3;FGG;GFRA4;GIT1;GRB2;GSK3B;HRAS;HSP90AA1;IL3;ITGA1;ITGA5;ITGB1;ITGB3;ITSN1;KIF4B;KIT;KRAS;LAT;LIMK2;LYN;MAPK1;MET;MMP2;MMP9;MYH14;MYH9;MYL12A;MYO10;NCAM1;NCAN;NCSTN;NEO1;NF1;NFASC;NGEF;NRCAM;NRG1;NRG2;NRP1;NTN1;PAK2;PAK6;PDGFA;PDGFB;PDGFRB;PFN1;PFN2;PHB;PLXNA1;PLXNA4;PPP2CA;PPP2R5E;PSEN2;PSMA1;PSMA4;PSMA5;PSMA6;PSMB3;PSMB4;PSMC5;PSMD14;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;PTPRC;RAC2;RASA3;RASAL2;RASAL3;RASGRF1;RASGRF2;RGMB;RHOA;RHOC;RND1;ROBO1;ROBO2;ROBO3;ROCK2;RPS6KA4;SCN1A;SCN2A;SCN3A;SCN3B;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A;SDC2;SDCBP;SEMA4D;SEMA7A;SH3GL2;SHC3;SLIT1;SLIT3;SPRED1;SPRED3;SPTAN1;SPTBN1;SPTBN4;SRGAP3;ST8SIA2;TIAM1;TLN1;TYROBP;UBA52;VAV3;WASL;WDR83;YES1
nci	Reelin signaling pathway	23	3	3.10965753	0.317273796	0.413086191	AKT1;MAPK8;RELN
nci	BARD1 signaling events	27	3	3.108727236	0.317273796	0.413086191	BARD1;EWSR1;PRKDC
reactome	Processing of Capped Intron-Containing Pre-mRNA	117	21	4.253485976	0.320044297	0.623785357	AAAS;CPSF1;DDX23;HNRNPF;HNRNPH1;HNRNPL;METTL3;NUP107;NUP188;NUP205;NUP35;NUPL2;POLR2A;POLR2H;POLR2L;RBM5;SF3A2;SF3B3;SNRNP48;SNRPF;ZMAT5
reactome	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	13	2	3.439338834	0.32009627	0.623785357	NCOA1;NR1H4
reactome	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	21	2	3.439338834	0.32009627	0.623785357	NCOA1;NR1H4
reactome	MAPK family signaling cascades	217	89	3.44046875	0.32009627	0.623785357	AGO2;AGO4;AKAP9;ANGPT1;CAMK2A;CAMK2D;CAMK2G;CNKSR1;CSF2RB;CUL3;DAB2IP;DNAJB1;DUSP16;DUSP4;DUSP7;EGF;ERBB4;FGB;FGF10;FGF23;FGF6;FGFR2;FGFR4;FN1;FRS2;GRB2;GRIN2A;GRIN2B;GRIN2D;HRAS;IGF2BP1;IL3;IL6;IL6R;IL6ST;IRS2;ITGB3;MAP2K2;MAP3K11;MAPK1;MAPK4;MAPK6;MAPKAPK5;MARK3;MYC;NCAM1;NCOA3;NF1;NRG1;NRG3;PAK1;PAK2;PDGFRA;PDGFRB;PPP2CA;PPP2R1B;PSMA1;PSMA6;PSMB11;PSMB4;PSMC6;PSMD13;PSMD5;PSMD9;PSME1;PSME2;PSME4;RAC1;RAP1B;RASA1;RASA3;RASAL1;RASAL2;RASGEF1A;RASGRF1;RASGRF2;RASGRP1;RASGRP3;RASGRP4;SHC1;SOS1;SPTA1;SPTBN1;SPTBN2;SPTBN5;TNRC6B;TNRC6C;UBA52;XPO1
kegg	Tyrosine metabolism	29	2	3.865632243	0.321090047	0.120399732	ALDH3B2;AOC3
reactome	Voltage gated Potassium channels	32	5	3.417275631	0.323706378	0.623785357	KCNAB2;KCNH2;KCNH3;KCNH4;KCNQ1
reactome	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	35	6	3.417604104	0.323706378	0.623785357	EP300;F7;NCOA1;NPAS2;NR1D1;PPARA
reactome	mTOR signalling	30	2	3.712231346	0.324189526	0.623785357	MTOR;PRKAA1
reactome	PKB-mediated events	31	2	3.712231346	0.324189526	0.623785357	MTOR;PRKAA1
nci	CD40/CD40L signaling	27	3	3.23205974	0.324382385	0.413086191	MAP3K14;MAPK8;TRAF2
kegg	Fatty acid biosynthesis	12	2	3.828759495	0.32464455	0.120399732	ACACA;ACACB
kegg	Insulin resistance	78	20	3.408727008	0.327293318	0.120399732	ACACB;AKT1;AKT2;INSR;IRS1;MAPK8;MLX;NOS3;NR1H2;PCK1;PCK2;PPP2R4;PRKAA1;PRKAB1;PRKCD;PYGB;PYGL;PYGM;SOCS3;SREBF1
reactome	Gastrin-CREB signalling pathway via PKC and MAPK	313	64	3.404626571	0.327316486	0.623785357	APBB1IP;BTC;CALM1;CSF2RB;DAB2IP;DUSP16;DUSP6;EGF;EGFR;ERBB3;FGF23;FGF9;FGFR1;GRIN2B;GRIN2C;IL2RB;IL5RA;KIT;KL;KLB;KRAS;KSR1;MAP2K1;MAPK3;NCAM1;NF1;NRG1;NRG2;PAQR3;PDGFA;PDGFB;PDGFRA;PDGFRB;PEBP1;PPP2CA;PSMA1;PSMA3;PSMA4;PSMA6;PSMB10;PSMB4;PSMC5;PSMD1;PSMD13;PSMD3;PSMD5;PSMD9;PSME1;PSME4;PTK2;RAF1;RAP1B;RASA1;RASAL1;RASGEF1A;RASGRF2;RASGRP3;RASGRP4;SOS1;SPTAN1;SPTB;SPTBN1;SRC;UBA52
reactome	Signalling to ERKs	194	66	3.402811833	0.327316486	0.623785357	ACTN2;AKAP9;ANGPT1;ARRB1;BTC;CALM3;CAMK2D;CNKSR1;CSK;DUSP16;DUSP4;FGF10;FGF17;FGF20;FGF6;FGFR2;FN1;GRB2;GRIN2B;GRIN2D;HRAS;IL2RB;IL5RA;IQGAP1;KIT;KSR1;KSR2;LAMTOR3;MAP2K1;MAP2K2;MAPK11;MAPK3;MAPKAPK3;NCAM1;NTRK1;PAQR3;PDGFRA;PDGFRB;PPP2CA;PPP2R1B;PPP2R5C;PSMA3;PSMA6;PSMB7;PSMC5;PSMD13;PSMD3;PSMD5;PSMD8;PSME4;PSMF1;RAF1;RAP1B;RASA1;RASA3;RASAL1;RASGRP3;SHC2;SPRED3;SPTA1;SPTB;SPTBN1;SPTBN2;SRC;TLN1;YWHAB
reactome	Regulation of PLK1 Activity at G2/M Transition	64	5	4.204352227	0.327796235	0.623785357	CEP135;CEP152;CEP164;CEP41;NINL
reactome	Signal regulatory protein (SIRP) family interactions	10	2	3.671955302	0.327930175	0.623785357	CD47;PTPN6
reactome	Oxidative Stress Induced Senescence	70	3	3.660577762	0.327930175	0.623785357	HIST1H3I;TNRC6A;TNRC6B
reactome	NCAM1 interactions	33	8	3.396195154	0.328519856	0.623785357	CACNA1H;CACNA1I;COL4A2;COL6A1;COL6A2;COL6A3;COL6A6;NCAM1
nci	Signaling events mediated by HDAC Class III	18	3	3.593124122	0.329545455	0.413086191	BAX;EP300;SIRT1
reactome	DNA Damage/Telomere Stress Induced Senescence	45	2	3.651391296	0.33042394	0.623785357	ACD;TERF2IP
reactome	Cell junction organization	29	2	3.371772702	0.333333333	0.623785357	ACTN1;PARVB
reactome	Signaling by FGFR3	252	92	3.370012752	0.333333333	0.623785357	ACTN2;ADCY1;ADCY2;ADCY3;ADCY4;ADCY5;ADCY8;ADCY9;AGO2;AGO4;ARRB1;BRAF;CALM1;CAMK2D;CAMK4;CSF2RB;CSK;DUSP16;FGB;FGF23;FGFR1;FGFR2;GRIN2D;HRAS;IL17RD;IL2RB;IQGAP1;ITGB3;JAK2;JAK3;KIT;KLB;KSR1;MAP2K1;MAPK1;NCAM1;NF1;NRG1;NRG3;PAQR3;PDE1C;PDGFA;PDGFB;PDGFRA;PDGFRB;PHB;PIK3CA;PLCG1;PPP2CA;PPP2R1A;PPP2R5C;PRKCD;PRKCE;PSMA4;PSMA6;PSMB10;PSMC3;PSMC5;PSMC6;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;PTEN;RAP1A;RAP1B;RASA1;RASA2;RASA3;RASAL1;RASAL2;RASGRF1;RASGRF2;RASGRP1;RASGRP3;SHC1;SPTA1;SPTAN1;SPTB;SPTBN1;SPTBN2;SPTBN5;SRC;TNRC6A;TRAT1;VAV1;WDR83
kegg	beta-Alanine metabolism	24	2	4.538608703	0.333704116	0.120399732	ALDH3B2;ALDH9A1
kegg	Arginine and proline metabolism	37	2	3.37565859	0.334088335	0.120399732	ALDH9A1;CNDP2
reactome	Frs2-mediated activation	186	68	3.361745742	0.334536703	0.623785357	APBB1IP;BRAF;BTC;CAMK2B;CAMK2D;DAB2IP;DLG4;DUSP16;DUSP5;DUSP7;EGF;ERBB3;EREG;FGB;FGF23;FGFR2;FGFR3;FN1;IL2RB;IL5RA;IRS1;IRS2;JAK2;KIT;LAMTOR3;MAP2K1;MAPK1;NF1;NRAS;NRG1;NRG2;NTRK1;PDGFRB;PPP2CA;PPP2R5E;PSMA4;PSMA5;PSMA6;PSMB10;PSMB11;PSMB3;PSMB4;PSMD1;PSMD13;PSMD2;PSMD3;PSMD5;PSMD6;PSMD8;PSMD9;PSME4;RAF1;RAP1A;RAP1B;RAPGEF1;RASA1;RASA3;RASGEF1A;RASGRP3;SHC2;SPTA1;SPTB;SPTBN1;SPTBN2;SRC;UBA52;VWF;WDR83
nci	BCR signaling pathway	53	7	3.556024693	0.335227273	0.413086191	AKT1;CD19;CHUK;MAP3K1;MAPK8;RAC1;VAV2
reactome	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	13	2	4.019795953	0.335680751	0.623785357	MAP3K14;TNFRSF13C
