datab	pathwaysNames	netSize	subnetSize	subnetScore	pvalues	geneListEntrez	group	qvalues
reactome	Extracellular matrix organization	237	106	2.72296462919605	0.123139377537212	10516;1088;10893;1284;1285;1287;1288;1289;1291;1292;1293;1294;1295;1296;1297;1299;1308;1311;136227;140766;1605;1756;1991;2199;2200;2201;2247;2266;23127;2331;284217;30008;3339;3383;3672;3673;3675;3676;3678;3679;3680;3684;3685;3687;3689;3694;3818;3909;3910;3912;3915;3918;4015;4017;4060;4236;4239;4313;4314;4317;4321;4324;5045;50848;5155;5339;5340;5351;55214;5578;5650;5663;57642;58494;59277;634;6382;63827;6383;6385;63923;649;667;6696;6868;7043;7057;7077;7092;7143;7373;7412;80781;81578;8174;826;836;83700;84570;8515;8516;9378;9509;960;9672;999	165	0.673583109744961
reactome	Facilitative Na+-independent glucose transporters	11	4	1.9055306703262	0.412719891745602	154091;155184;6514;81031	166	0.806464137911474
reactome	Factors involved in megakaryocyte development and platelet production	39	4	3.90872246025959	0.013531799729364	1794;5879;81704;85440	167	0.665547647694599
reactome	Fanconi Anemia Pathway	35	4	2.75940880473221	0.233299075025694	146956;2072;2175;353497	168	0.747040000672842
reactome	Fatty acid, triacylglycerol, and ketone body metabolism	184	68	2.05458389500823	0.342354533152909	10413;10555;10965;11332;117145;134526;1374;1375;1387;1490;1543;197322;2181;2182;2222;2274;23054;23097;23171;23179;23305;23309;23389;26027;2710;2712;29079;29841;3030;3158;3293;336;392636;3992;406;4801;4862;51;51129;54600;5467;54898;55090;55326;55588;56895;57678;57761;60481;622;6256;64900;6720;6822;7003;7004;79888;79993;84649;85441;9441;9442;9443;948;9575;9611;9612;9862	169	0.771304718492403
reactome	Fatty Acyl-CoA Biosynthesis	24	4	2.37859396130936	0.228687415426252	2180;47;54898;60481	31	NA
reactome	Fc epsilon receptor (FCERI) signaling	320	148	2.27763601619779	0.265223274695535	10000;10142;1027;10451;10454;10818;11221;1147;115727;1385;1437;1439;152559;153090;1843;1849;1950;2065;207;208;221002;2249;2250;2255;2260;2263;2266;22821;23112;23291;2335;2353;253260;2534;2549;25759;25780;26523;27161;27327;283455;284;28956;2906;2931;3084;3164;3551;3559;3562;3667;3674;3690;3725;3815;3845;387522;399473;4214;4254;4303;4684;4772;4790;4893;5062;51332;5155;5170;5245;5293;5295;5335;54518;5516;5518;5525;5526;5528;5529;5530;5534;5536;5594;5599;5604;5605;5682;5683;5685;5686;5688;5690;5691;5693;5695;5702;5704;5708;5709;5718;5719;572;5728;5747;5781;5786;5879;5894;5906;5923;6416;6500;6708;6710;673;6850;695;7006;7010;7094;7249;7314;7322;7410;7414;7450;7462;801;8074;808;80824;816;8315;84433;8454;8517;8660;88;8817;9365;940;942;9462;9491;9693;9846;9861	170	NA
reactome	FCERI mediated Ca+2 mobilization	17	4	2.9276001824355	0.131843575418994	2885;6464;7006;7294	36	NA
reactome	FCERI mediated MAPK activation	235	108	2.06441786357153	0.341001353179973	10125;10213;10817;10818;11221;1437;1439;1445;153090;1846;1847;1848;2066;2069;221002;2244;2246;2250;2255;2261;2263;2266;22866;2353;25780;26281;283455;284;2885;2902;2904;3084;3558;3559;3560;3567;3568;3667;3674;369;3717;3725;3815;399473;4067;4140;4296;4893;5062;51332;5156;5159;5245;5336;54756;5526;5527;5529;5536;5594;5595;5599;5604;5686;5690;5695;5700;5701;5704;5708;5711;5713;5717;5786;5879;5894;5908;5921;5924;6464;64926;6654;6708;6709;6711;6714;673;685;6850;7010;7314;7316;7409;7410;7414;801;817;84078;8452;8649;88;9365;9402;9462;9491;9693;9861;9978	171	NA
reactome	FCERI mediated NF-kB activation	69	19	2.33343235101913	0.320794148380355	10197;10454;10892;23291;3551;387522;4790;5688;5689;5690;5693;5695;5698;5709;5970;6885;7334;84433;8454	99	NA
reactome	Fcgamma receptor (FCGR) dependent phagocytosis	77	25	2.86248822991994	0.13854748603352	10092;10095;10458;10552;10787;10810;196051;2212;2268;23191;25;2885;3071;4067;4627;4641;4651;5291;5335;5581;5747;5879;7409;7525;919	172	0.673583109744961
reactome	FCGR activation	11	4	2.47074794137103	0.263687150837989	2268;2534;6714;919	173	0.747040000672842
reactome	Fertilization	10	4	1.18292644787075	0.852513966480447	5016;57829;8747;8748	174	0.95388416124061
reactome	FGFR1 ligand binding and activation	15	4	2.06908631785244	0.609473684210526	2246;2254;2255;9365	6	NA
reactome	FGFR1 mutant receptor activation	29	4	2.54331269358326	0.181326116373478	2885;613;6777;7750	175	NA
reactome	FGFR2b ligand binding and activation	0	NA	NA	NA		NA	NA
reactome	FGFR2 ligand binding and activation	19	4	2.65464480369239	0.321052631578947	2246;2254;2255;2263	6	NA
reactome	FGFR2 mutant receptor activation	16	4	2.65464480369239	0.143437077131258	2246;2254;2255;2263	6	0.673583109744961
reactome	FGFR3 mutant receptor activation	12	4	0.95936930814155	0.834912043301759	2246;2254;2261;8074	6	NA
reactome	Formation of a pool of free 40S subunits	77	24	1.24899672962938	0.91578947368421	11224;23521;3646;6132;6135;6143;6144;6154;6159;6160;6164;6168;6169;6189;6191;6194;6201;6206;6217;6227;6230;6231;6234;8664	1	NA
reactome	Formation of ATP by chemiosmotic coupling	12	4	0.00517509362659923	NA	10476;498;513;516	NA	NA
reactome	Formation of Fibrin Clot (Clotting Cascade)	38	4	2.46381229650422	0.198917456021651	2153;2162;2266;5270	102	0.747040000672842
reactome	Formation of HIV-1 elongation complex containing HIV-1 Tat	38	4	2.92067563272189	0.227368421052632	1025;2963;2967;6917	176	NA
reactome	Formation of HIV elongation complex in the absence of HIV Tat	39	4	2.92067563272189	0.227368421052632	1025;2963;2967;6917	176	NA
reactome	Formation of Incision Complex in GG-NER	39	7	2.94053238515808	0.18191161356629	1642;2068;2072;2967;54778;7334;9978	150	0.747040000672842
reactome	Formation of RNA Pol II elongation complex	39	4	2.92067563272189	0.227368421052632	1025;2963;2967;6917	176	NA
reactome	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	16	4	2.73994611128909	0.170949720670391	29855;3008;3159;5925	139	0.741434067940681
reactome	Formation of TC-NER Pre-Incision Complex	47	6	3.13217878388773	0.132579650565262	10920;1642;2967;6917;7316;9978	151	0.673583109744961
reactome	Formation of the beta-catenin:TCF transactivating complex	68	9	2.78118714008549	0.156739811912226	128312;1387;2033;4609;51176;7091;8295;8361;8365	177	0.713332514554977
reactome	Formation of the Early Elongation Complex	29	4	2.26903898571243	0.345872518286311	2068;2963;2967;9150	176	NA
reactome	Formation of the HIV-1 Early Elongation Complex	29	4	2.26903898571243	0.345872518286311	2068;2963;2967;9150	176	NA
reactome	Formation of the ternary complex, and subsequently, the 43S complex	40	4	2.21865090690208	0.530526315789474	6189;6201;6231;8665	24	0.853958374560489
reactome	Formation of tubulin folding intermediates by CCT/TriC	19	4	2.72534957447598	0.245632065775951	22948;347733;7278;7280	109	NA
reactome	Frs2-mediated activation	220	113	2.51247759815409	0.189445196211096	10125;10142;10197;10256;10718;10818;1439;1445;152559;152831;153090;161742;1742;1846;1848;1950;200734;2066;221002;2247;2249;2250;2251;2253;2255;2261;2263;2266;22866;2534;27040;283455;284;2885;2889;28956;2903;2904;2905;3084;3558;3568;3667;3674;3716;3717;3718;3845;409;4140;4747;4803;4914;51332;5156;53358;54756;5515;5516;5518;5519;5525;5526;5527;5529;5536;5594;5604;5605;5682;5686;5687;5688;5689;5690;5693;5695;5696;5698;5704;5711;5713;5715;5747;5908;5923;6464;6654;6708;6709;6710;6712;673;7094;7314;7414;805;8074;80824;816;817;818;8315;84078;8437;8660;88;8817;8822;8826;9462;9542;9965	46	0.747040000672842
reactome	FRS-mediated FGFR1 signaling	216	117	1.9271421510725	0.400541271989175	10125;10142;10197;10213;10256;10718;10818;11221;1437;1445;153090;161742;1843;1846;1847;1848;1849;1850;1852;1950;200734;2065;221002;2244;2246;2249;2251;2254;2255;2263;2264;2266;22866;23198;2534;25780;27040;283455;284;2885;2904;3084;3558;3559;3560;3674;3717;3815;3845;408;409;4140;4296;4747;5155;5245;54518;54756;5515;5516;5519;5527;5529;5595;5604;5683;5685;5686;5688;5690;5691;5693;5694;5698;5701;5704;5706;5707;5708;5711;5717;5718;5719;5747;5781;5786;5894;5908;5923;6464;64926;6654;6708;6709;6710;6714;673;7010;7094;7311;7314;7414;8074;808;816;817;818;8315;84078;8649;8660;8817;8826;9462;9693;9861;9965	46	NA
reactome	FRS-mediated FGFR2 signaling	216	99	1.96338107309462	0.384303112313938	10125;10197;10256;10718;10817;143471;1439;145957;152831;153090;1742;1843;1846;1847;1950;1956;2065;2066;2069;221002;2246;2254;2261;2263;2266;22821;22866;23198;25780;284;2885;2903;3084;3559;3561;3690;3717;3815;408;4140;4254;4747;4763;4893;51332;5245;53358;54518;5519;5526;5594;5604;5682;5686;5687;5688;5692;5693;5695;5696;5698;5700;5702;5705;5708;5711;5715;5719;5747;57731;5781;5786;5906;5908;5921;5922;5923;5924;6708;6709;6710;6711;6714;673;7314;7450;8074;80824;816;84078;8437;8452;8649;8660;88;8844;9491;9542;9978	46	NA
reactome	FRS-mediated FGFR3 signaling	216	94	1.72414361129249	0.497970230040595	10256;10718;10818;11221;143471;1439;1445;152559;153090;161742;1742;1843;1846;1847;1849;200734;2246;2248;2249;2250;2252;2261;2263;22821;22866;2534;25780;26281;2903;3562;3567;3568;3674;369;3716;3717;3718;3815;409;4684;4893;5037;5155;5156;53358;54518;5516;5518;5519;5536;5594;5605;5683;5686;5688;5692;5693;5698;5707;5710;5711;5714;5715;5717;5718;5719;5747;57731;5781;5786;5908;5921;5922;6464;6654;6708;6709;6714;673;7010;7450;801;805;80824;815;84078;8452;8660;88;8817;8826;9365;9491;9978	171	NA
reactome	FRS-mediated FGFR4 signaling	216	95	2.13652011865174	0.317997293640054	10197;10256;10817;10818;11221;1437;1445;145957;153090;161742;1839;1850;1950;2065;2066;2069;221002;2246;2248;2249;2250;2251;2254;2255;2261;2263;2264;2266;2335;284;2885;2903;2904;3084;3558;3559;3561;3562;3567;3716;3718;3815;3845;408;4254;4296;4763;5155;5156;53358;5516;5519;5526;5536;5594;5595;5605;5682;5683;5685;5688;5689;5690;5698;5700;5704;5708;5709;5718;5747;57731;5908;5921;5923;5924;6708;6710;6714;685;7010;7311;7314;7316;805;815;817;818;84078;8660;88;8817;8844;9365;9542;9965	171	NA
reactome	G0 and Early G1	25	8	0.764163897705727	0.961337513061651	1875;5928;5934;7027;7029;8900;898;990	178	0.985509655509993
reactome	G1 Phase	35	4	3.33886397094158	0.0378890392422192	1029;5925;5934;595	117	NA
reactome	G1/S DNA Damage Checkpoints	54	5	1.96060624718874	0.593011305241521	143471;5690;5693;5698;5719	41	NA
reactome	G1/S-Specific Transcription	17	4	1.28041502901282	0.717185385656292	26271;4998;5422;7027	179	0.90836927309315
reactome	G1/S Transition	101	47	0.79793633205858	0.943016759776536	10197;10213;1026;1027;10926;1719;1869;23649;26271;29935;4174;4998;4999;5001;5111;5422;5426;5427;5515;5518;5519;5682;5683;5686;5689;5690;5695;5698;5700;5702;5704;5707;5708;5709;5925;6117;6118;6119;6241;7027;7084;8318;890;891;898;9861;993	180	NA
reactome	G2/M Checkpoints	97	4	3.04005089779233	0.106145251396648	7334;7468;8365;8924	181	NA
reactome	G2/M DNA damage checkpoint	50	5	3.12039369384813	0.0752351097178683	128312;7334;7468;8365;8924	181	0.673583109744961
reactome	G2/M Transition	0	NA	NA	NA		NA	NA
reactome	GAB1 signalosome	98	6	4.34351463461018	0.0027063599458728	192669;1950;2066;2255;55824;5728	182	0.548098062807317
reactome	GABA A receptor activation	13	6	2.09464479423508	0.533401849948613	23229;2555;2557;2561;2562;55879	183	NA
reactome	GABA B receptor activation	37	4	2.60657446244208	0.21340782122905	2782;2788;3759;3773	14	NA
reactome	GABA receptor activation	50	4	2.60657446244208	0.21340782122905	2782;2788;3759;3773	14	NA
reactome	GABA synthesis, release, reuptake and degradation	17	4	2.23741486964576	0.364681295715778	140679;2572;6538;6857	184	NA
reactome	G alpha (12/13) signalling events	70	21	3.52114514084702	0.0230040595399188	10672;147;23229;23263;23370;25791;26230;2782;387;4168;50649;50650;57449;5880;5924;6654;7074;8874;9138;9181;9828	185	0.665547647694599
reactome	G alpha (i) signalling events	213	107	1.88503232952589	0.419485791610284	10022;10563;10681;10692;108;10803;113;115;1233;1235;1236;1268;129521;134;140;150;151;1813;1814;183;1901;1902;1903;196883;221391;23566;2359;2550;2587;259295;27199;2770;2773;2778;2780;2782;2786;2788;2793;283869;2912;2914;2916;2917;2918;2920;301;3350;3352;3361;338398;3577;4283;431704;4543;4544;4852;4886;4985;4986;4987;50834;50835;50836;50837;50838;50865;5173;5367;53829;54331;5443;5473;5539;56477;56670;56923;57007;57121;5733;59345;6000;6001;611;623;624;6352;6364;6368;6374;6387;643;6751;6752;6754;6755;718;727;728;84539;85397;8601;8787;9170;94235;9568;9628	186	0.806464137911474
reactome	G alpha (q) signalling events	163	75	1.85930508624516	0.427604871447903	10161;10316;10681;1131;128674;129521;139189;146;148;156;1607;160851;185;1902;1906;1907;1910;2150;221955;222545;23236;2520;2641;2693;2769;2776;2782;2787;2790;2791;2793;2847;2865;2867;2911;2915;2922;29933;3269;3356;3358;347148;351;387129;4295;4828;4829;4923;5020;5021;5029;5031;5290;5331;55970;56923;57121;5724;594857;60675;624;64106;64407;6870;7200;7204;747;8111;846;8525;8527;885;8997;9162;9630	187	NA
reactome	G alpha (s) signalling events	116	44	2.8499316029896	0.143016759776536	10203;10267;10268;10681;108;1081;10846;109;111;112;117;133;135;136;1394;153;154;2691;27115;2770;2778;2781;2786;2788;3274;3363;3375;387129;4157;4160;5138;5150;54331;5443;55970;5746;59345;59350;594857;6019;7253;7434;797;9340	188	0.673583109744961
reactome	G alpha (z) signalling events	42	9	3.01747565829575	0.0771312584573748	108;114;2781;2788;54331;5578;5581;5583;8601	189	0.673583109744961
reactome	Gamma carboxylation, hypusine formation and arylsulfatase activation	22	4	1.2262153969804	0.740189445196211	2147;2158;5045;5624	190	NA
reactome	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	10	4	1.2262153969804	NA	2147;2158;5045;5624	NA	NA
reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	22	4	2.5126459959101	0.338129496402878	5424;57804;5981;5983	55	NA
reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	58	10	3.17640439687124	0.153684210526316	1642;2068;2967;5424;5981;5983;6917;7316;8451;9716	151	NA
reactome	Gap junction degradation	10	4	0.583485454260914	0.985263157894737	1213;1601;2697;4646	191	NA
reactome	Gap junction trafficking	10	4	0.583485454260914	0.991778006166495	1213;1601;2697;4646	191	NA
reactome	Gap junction trafficking and regulation	12	4	1.62361350889067	0.700104493207941	1213;2697;6714;7082	191	0.907387068243249
reactome	Gastrin-CREB signalling pathway via PKC and MAPK	384	63	2.19668769668195	0.296346414073072	10886;1133;11343;115557;128674;129521;139189;147;1607;160851;185;1902;2147;23566;23620;257313;2641;27334;2767;2776;2782;2791;2798;2847;2864;2867;2911;2915;2925;301;3062;3269;347148;3827;4295;4829;4922;4923;5021;5031;5330;5367;552;5724;5737;594857;5997;60675;623;6288;6375;64106;6869;7200;7201;7204;747;84539;8503;9002;9162;94233;9630	187	0.759859036849343
reactome	G beta:gamma signalling through PI3Kgamma	42	4	2.66149363101697	0.189944134078212	2885;3558;5291;6464	192	NA
reactome	G beta:gamma signalling through PLC beta	17	4	2.62516967379779	0.206896551724138	10681;23236;2782;2788	14	NA
reactome	Gene Expression	0	NA	NA	NA		NA	NA
reactome	Generation of second messenger molecules	29	4	2.98928897283982	0.116201117318436	3113;3937;5063;55740	193	0.673583109744961
reactome	Generic Transcription Pathway	522	67	1.7800337570704	0.470906630581867	10001;10002;10046;1024;10499;1387;1482;1490;1874;2099;2100;2101;2103;2494;2516;25937;2649;28996;2908;3065;3164;3172;367;3726;4087;4089;4092;4221;4306;4609;4851;4855;4878;51592;5241;5468;5469;5494;5914;5915;6095;6258;6497;6498;6910;7003;7004;7025;7029;7311;7316;7323;7376;8013;8239;84441;85441;860;8850;8856;892;905;9442;9477;9611;9969;9971	194	0.832917580161337
reactome	Gene Silencing by RNA	105	24	2.0947024426861	0.435754189944134	10526;128312;129401;192669;192670;23165;23225;23405;255626;27161;27327;3021;348995;53371;5430;5441;5903;7257;79023;79902;8021;8345;8365;9818	195	0.817072112147944
reactome	GLI3 is processed to GLI3R by the proteasome	53	4	4.31026204715365	0.00616649537512847	2737;5690;7316;9978	196	NA
reactome	Global Genome Nucleotide Excision Repair (GG-NER)	74	21	2.54327810097862	0.236154649947753	1022;10920;125476;1642;1643;2068;4798;51138;5424;54617;54778;57804;5983;6118;6119;6613;7316;8450;8451;8554;9978	197	0.747040000672842
reactome	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	35	4	2.88922510450083	0.0987821380243572	2641;2740;2782;2788	14	NA
reactome	Glucagon signaling in metabolic regulation	22	4	2.78472803021951	0.117726657645467	2641;2778;2782;2788	14	NA
reactome	Glucagon-type ligand receptors	18	4	2.88922510450083	0.13854748603352	2641;2740;2782;2788	14	NA
reactome	Gluconeogenesis	26	4	0.739578475376057	0.906630581867388	226;229;2821;8789	198	0.985509655509993
reactome	Glucose metabolism	69	28	1.21487069007995	0.745602165087957	178;2023;229;2597;2632;2805;2806;2821;2992;2998;3098;3099;378884;4190;5105;5207;5208;5209;5236;5255;5256;5257;5518;5834;7316;7957;801;8604	199	0.90836927309315
reactome	Glucose transport	40	10	2.6891669705738	0.185997910135841	23165;23279;2645;53371;5903;6514;79023;79902;92579;9818	200	NA
reactome	Glucuronidation	18	4	0.93949372709335	0.838971583220568	10941;23169;7363;7365	201	0.947869426395449
reactome	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	30	4	3.23370056822927	0.070391061452514	10369;2890;5578;817	202	0.673583109744961
reactome	Glutamate Neurotransmitter Release Cycle	15	4	2.0593760389525	0.545734840698869	6616;6857;8499;8500	3	NA
reactome	Glutathione conjugation	25	4	0.88540083134929	0.861975642760487	2937;2940;2950;55748	203	0.956160082095181
reactome	Glutathione synthesis and recycling	10	4	0.444065512183641	0.989944134078212	26873;2729;2937;55748	203	NA
reactome	Glycerophospholipid biosynthesis	77	22	3.11334100093557	0.0663058186738836	1103;1120;122618;123745;204962;23175;253558;254531;255189;3030;3032;43;5321;56261;56894;57678;590;8398;84649;84803;85465;9791	204	0.673583109744961
reactome	Glycogen breakdown (glycogenolysis)	16	4	1.7384782543064	0.61340782122905	5255;5256;5257;801	205	0.877941501311247
reactome	Glycogen synthesis	11	4	1.35257698913701	0.785474860335196	2632;2998;7316;7957	206	0.924861183888102
reactome	Glycolysis	25	4	1.21754395625957	0.745602165087957	2023;229;5208;5209	207	0.90836927309315
reactome	Glycoprotein hormones	10	4	0.883669983124417	0.927374301675978	1081;3624;3625;3626	208	NA
reactome	Glycosaminoglycan metabolism	93	4	5.07233601340993	0	10082;10855;2262;9956	53	0.548098062807317
reactome	Glycosphingolipid metabolism	24	6	1.31707614091273	0.688768606224628	2581;2717;2720;3073;427;5660	209	0.899941657964272
reactome	Golgi Associated Vesicle Biogenesis	39	4	3.10430110790551	0.077324973876698	4952;54885;7037;7164	210	0.673583109744961
reactome	Golgi Cisternae Pericentriolar Stack Reorganization	0	NA	NA	NA		NA	NA
reactome	Golgi to ER Retrograde Transport	11	4	0.595708379051508	0.991778006166495	1314;22820;26286;9276	111	0.985509655509993
reactome	GP1b-IX-V activation signalling	10	4	0.990090327642027	0.95169578622816	5894;6714;7450;7534	211	0.985509655509993
reactome	GPCR downstream signaling	0	NA	NA	NA		NA	NA
reactome	GPCR ligand binding	86	4	2.79266610464222	0.117726657645467	7472;7479;7976;8324	212	0.673583109744961
reactome	G-protein activation	24	4	2.65395889930095	0.279547790339157	2771;2782;2788;5173	14	NA
reactome	G-protein beta:gamma signalling	45	5	2.7984599814317	0.154189944134078	2885;3558;5170;5291;6464	192	0.713332514554977
reactome	G protein gated Potassium channels	23	4	2.60657446244208	0.295991778006166	2782;2788;3759;3773	14	NA
reactome	G-protein mediated events	32	11	2.51699227961627	0.189445196211096	108;114;23236;2771;2774;2781;346562;5136;5137;5332;801	213	NA
reactome	GPVI-mediated activation cascade	51	5	2.57524842047537	0.224581005586592	2885;5291;5781;6464;6850	192	NA
reactome	GRB2 events in EGFR signaling	215	93	2.16632460061971	0.307171853856563	10197;10818;11221;115727;1439;1445;152559;161742;1742;1843;1850;1950;1956;200734;2065;2066;221002;2244;2249;2251;2263;2266;22821;23198;2534;25759;26281;284;2885;2903;2904;2906;3084;3558;3559;3561;3567;3568;3674;369;3815;3845;4140;4296;4684;4747;4893;5037;51332;54756;5515;5519;5525;5536;5594;5682;5683;5686;5687;5688;5689;5690;5691;5693;5700;5702;5704;5705;5707;5747;5786;5908;6464;6654;6708;6709;6710;6711;6712;6714;7010;7316;7450;818;8452;8660;88;8817;8831;9365;9462;9965;9978	171	NA
reactome	GRB2 events in ERBB2 signaling	215	106	1.95856978187449	0.385656292286874	10718;10818;115727;143471;1437;1445;145957;152559;153090;161742;1843;1847;1849;1850;1852;1950;1956;2064;2069;221002;2243;2247;2248;2249;2250;2251;2260;2261;2263;2264;2266;22866;2534;25780;27040;283455;2885;28956;2903;2904;2905;2906;3084;3558;3560;3561;3562;3567;3568;369;3716;3717;3815;409;4140;4254;4747;4893;5155;5156;5245;5516;5518;5526;5527;5594;5595;5683;5686;5687;5693;5695;5696;5698;5702;5704;5709;5711;5714;5719;57731;5786;5908;5924;6464;6709;6710;6711;6714;673;7316;7450;801;8074;815;816;817;8315;8649;8826;8831;8844;9491;9693;9965;9978	46	NA
reactome	GRB2:SOS provides linkage to MAPK signaling for Integrins	15	4	2.12293307859753	0.58	2266;2885;5747;7450	214	0.874206587631742
reactome	Growth hormone receptor signaling	22	4	2.32696414039083	0.325139664804469	2690;3667;5777;6777	215	0.761248686076473
reactome	GTP hydrolysis and joining of the 60S ribosomal subunit	88	42	0.92054799654056	0.960945529290853	11224;1964;1965;1975;1977;23521;6122;6123;6125;6132;6134;6138;6144;6154;6155;6158;6159;6168;6169;6173;6176;6181;6194;6201;6203;6205;6206;6207;6223;6227;6228;6229;6231;6234;8661;8662;8664;8665;8667;8668;8894;9045	72	NA
reactome	HATs acetylate histones	114	44	0.556542689064331	0.944519621109608	10474;10499;10933;11143;117143;121504;128312;1386;1810;2033;23326;23522;255626;26610;27097;3054;51562;54934;55140;55167;55578;55683;56970;57325;64769;7862;79595;7994;80314;8089;8295;8340;8345;8346;8353;8359;8361;8363;8365;8518;85235;8607;92815;9575	216	0.985509655509993
reactome	HDACs deacetylate histones	74	4	4.12880510761462	0.0125391849529781	10362;128312;51317;8365	5	0.665547647694599
reactome	HDL-mediated lipid transport	0	NA	NA	NA		NA	NA
reactome	HDMs demethylate histones	35	6	2.6865926853589	0.136671177266576	22992;23133;8242;8353;8365;84159	217	0.673583109744961
reactome	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	120	49	1.48610544068408	0.740782122905028	10111;10714;11073;116028;146956;165918;1763;2072;23514;25;255626;3364;4683;51588;51720;51750;5424;5426;5429;545;57804;580;5889;5890;5892;5893;5982;5983;6047;6118;63967;672;7314;7316;7329;7468;7516;7517;8341;8345;8346;8365;8367;8368;83695;83990;84142;9025;9577	140	0.90836927309315
reactome	HDR through Homologous Recombination (HRR)	62	18	2.65122782074519	0.195402298850575	10111;116028;146956;23514;348654;51750;545;57804;5883;5890;5932;5981;5982;6117;641;7316;7486;83990	218	0.747040000672842
reactome	HDR through MMEJ (alt-NHEJ)	10	4	1.78200395913894	NA	10111;10721;4683;5932	NA	NA
reactome	HDR through Single Strand Annealing (SSA)	37	9	2.5265474100545	0.395789473684211	10111;116028;2072;4683;580;5932;5983;6119;83990	219	0.795347011931996
reactome	Hedgehog ligand biogenesis	57	4	3.86212272336914	0.0188087774294671	2262;5690;57758;6469	220	0.665547647694599
reactome	Hedgehog 'off' state	81	11	2.87450968624789	0.13854748603352	11127;23322;2736;2737;51684;55764;5686;5690;5700;9742;9978	221	0.673583109744961
reactome	Hedgehog 'on' state	77	4	5.01556200052187	0.00223463687150838	132884;2737;5690;7316	196	0.548098062807317
reactome	Heme biosynthesis	0	NA	NA	NA		NA	NA
reactome	Hemostasis	0	NA	NA	NA		NA	NA
reactome	Heparan sulfate/heparin (HS-GAG) metabolism	43	4	4.79190815666512	0	10082;10855;2262;6383	53	0.548098062807317
reactome	Hexose uptake	45	10	2.685993703032	0.187042842215256	129401;23165;23279;2538;2645;6527;79023;79902;92579;9818	200	NA
reactome	Hh mutants abrogate ligand secretion	49	4	2.46019618129638	0.364850976361768	5686;5690;5693;5698	41	NA
reactome	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	49	4	2.52902649662831	0.330935251798561	5686;5690;7316;9491	9	NA
reactome	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	10	4	0.804915236351	0.939664804469274	1135;1139;1142;55584	2	NA
reactome	Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism	32	4	2.1594049876697	0.308525033829499	5053;6898;80150;89874	222	0.759859036849343
reactome	HIV elongation arrest and recovery	29	4	2.45016717356347	NA	1025;2963;6917;9150	NA	NA
reactome	HIV Infection	178	87	0.82567343069366	0.878213802435724	10015;100526767;10197;10213;1025;11097;11168;11198;1173;129401;137492;138474;160;161;163;2068;2071;22916;23165;23198;23327;27183;2961;2962;2963;2965;2967;3836;3932;4869;4927;51606;53371;5478;55048;5682;5686;5687;5688;5690;5694;5695;5698;5700;5701;5702;5707;5708;5710;5718;5719;5902;5903;60489;6827;6829;6872;6873;6874;6878;6882;6917;6921;6923;7311;7316;7514;7852;79023;7936;79643;79902;8021;8086;8178;81929;8731;8732;8945;9150;91782;920;940;9491;9525;9818;9972	223	NA
reactome	HIV Life Cycle	118	4	3.34969457728418	0.0547486033519553	2960;2967;6917;8732	224	0.673583109744961
reactome	HIV Transcription Elongation	38	4	2.91696859692153	0.228421052631579	1025;2068;2967;6917	176	NA
reactome	HIV Transcription Initiation	38	4	2.82389832615752	0.254736842105263	2068;2960;2967;83860	224	NA
reactome	Homologous DNA Pairing and Strand Exchange	42	4	2.40414003454122	0.387461459403905	10111;5890;5932;83990	225	NA
reactome	Homology Directed Repair	126	60	1.34408562281375	0.791061452513967	10038;10111;1017;10714;10721;1111;116028;121504;128312;144715;146956;2072;255626;3364;348654;472;51588;51720;5424;5426;5429;580;5883;5888;5889;5890;5892;5893;5932;5981;6117;6119;63967;672;7156;7314;7334;7468;7515;7517;8290;8339;8340;8341;8344;8347;8361;8364;8365;83695;83990;84126;85236;890;8900;8914;8924;9025;9156;9577	140	NA
reactome	Hormone ligand-binding receptors	0	NA	NA	NA		NA	NA
reactome	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	11	4	1.20537226888994	0.749661705006766	11343;2167;3991;5567	226	0.90836927309315
reactome	Host Interactions of HIV factors	98	24	2.45707411171176	0.26927374301676	11168;129401;143471;23165;23198;23225;23279;3836;51606;5690;5693;5698;60489;6923;79023;79902;8065;81929;8480;8945;920;9631;9818;9978	227	0.747040000672842
reactome	Host Interactions with Influenza Factors	32	4	2.73904107970435	0.291578947368421	23165;23279;79023;9818	200	NA
reactome	HSF1 activation	0	NA	NA	NA		NA	NA
reactome	HSF1-dependent transactivation	0	NA	NA	NA		NA	NA
reactome	HS-GAG biosynthesis	28	4	4.70328308190696	0.00335195530726257	10082;2262;26035;9956	53	NA
reactome	HS-GAG degradation	12	4	4.7943500498447	0	10082;10855;2262;9672	53	0.548098062807317
reactome	Hyaluronan metabolism	0	NA	NA	NA		NA	NA
reactome	Hyaluronan uptake and degradation	0	NA	NA	NA		NA	NA
